DataSet,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
BarabasiAlbert,0.05925,0.1,3,0.8,0,252
BarabasiAlbert,0.05925,0.1,3,0.8,0,199
BarabasiAlbert,0.05925,0.1,3,0.8,0,120
BarabasiAlbert,0.05925,0.1,3,0.8,0,222
BarabasiAlbert,0.05925,0.1,3,0.8,0,57
BarabasiAlbert,0.05925,0.1,3,0.8,0,92
BarabasiAlbert,0.05925,0.1,3,0.8,0,123
BarabasiAlbert,0.05925,0.1,3,0.8,0,103
BarabasiAlbert,0.05925,0.1,3,0.8,0,66
BarabasiAlbert,0.05925,0.1,3,0.8,0,14
BarabasiAlbert,0.05925,0.1,3,0.8,0,75
BarabasiAlbert,0.05925,0.1,3,0.8,0,10
BarabasiAlbert,0.05925,0.1,3,0.8,0,41
BarabasiAlbert,0.05925,0.1,3,0.8,0,62
BarabasiAlbert,0.05925,0.1,3,0.8,0,150
BarabasiAlbert,0.05925,0.1,3,0.8,0,159
BarabasiAlbert,0.05925,0.1,3,0.8,0,55
BarabasiAlbert,0.05925,0.1,3,0.8,0,2
BarabasiAlbert,0.05925,0.1,3,0.8,0,203
BarabasiAlbert,0.05925,0.1,3,0.8,0,110
BarabasiAlbert,0.05925,0.1,3,0.8,0,166
BarabasiAlbert,0.05925,0.1,3,0.8,0,41
BarabasiAlbert,0.05925,0.1,3,0.8,0,81
BarabasiAlbert,0.05925,0.1,3,0.8,0,162
BarabasiAlbert,0.05925,0.1,3,0.8,0,64
BarabasiAlbert,0.05925,0.1,3,0.8,0,134
BarabasiAlbert,0.05925,0.1,3,0.8,0,40
BarabasiAlbert,0.05925,0.1,3,0.8,0,182
BarabasiAlbert,0.05925,0.1,3,0.8,0,33
BarabasiAlbert,0.05925,0.1,3,0.8,0,52
BarabasiAlbert,0.05925,0.1,3,0.8,0,41
BarabasiAlbert,0.05925,0.1,3,0.8,0,221
BarabasiAlbert,0.05925,0.1,3,0.8,0,196
BarabasiAlbert,0.05925,0.1,3,0.8,0,120
BarabasiAlbert,0.05925,0.1,3,0.8,0,91
BarabasiAlbert,0.05925,0.1,3,0.8,0,1
BarabasiAlbert,0.05925,0.1,3,0.8,0,22
BarabasiAlbert,0.05925,0.1,3,0.8,0,116
BarabasiAlbert,0.05925,0.1,3,0.8,0,230
BarabasiAlbert,0.05925,0.1,3,0.8,0,66
BarabasiAlbert,0.05925,0.1,3,0.8,0,20
BarabasiAlbert,0.05925,0.1,3,0.8,0,1
BarabasiAlbert,0.05925,0.1,3,0.8,0,22
BarabasiAlbert,0.05925,0.1,3,0.8,0,126
BarabasiAlbert,0.05925,0.1,3,0.8,0,139
BarabasiAlbert,0.05925,0.1,3,0.8,0,180
BarabasiAlbert,0.05925,0.1,3,0.8,0,46
BarabasiAlbert,0.05925,0.1,3,0.8,0,241
BarabasiAlbert,0.05925,0.1,3,0.8,0,120
BarabasiAlbert,0.05925,0.1,3,0.8,0,2
BarabasiAlbert,0.05925,0.1,3,0.8,0,76
BarabasiAlbert,0.05925,0.1,3,0.8,0,53
BarabasiAlbert,0.05925,0.1,3,0.8,0,82
BarabasiAlbert,0.05925,0.1,3,0.8,0,89
BarabasiAlbert,0.05925,0.1,3,0.8,0,174
BarabasiAlbert,0.05925,0.1,3,0.8,0,74
BarabasiAlbert,0.05925,0.1,3,0.8,0,95
BarabasiAlbert,0.05925,0.1,3,0.8,0,12
BarabasiAlbert,0.05925,0.1,3,0.8,0,42
BarabasiAlbert,0.05925,0.1,3,0.8,0,179
BarabasiAlbert,0.05925,0.1,3,0.8,0,15
BarabasiAlbert,0.05925,0.1,3,0.8,0,56
BarabasiAlbert,0.05925,0.1,3,0.8,0,56
BarabasiAlbert,0.05925,0.1,3,0.8,0,102
BarabasiAlbert,0.05925,0.1,3,0.8,0,138
BarabasiAlbert,0.05925,0.1,3,0.8,0,245
BarabasiAlbert,0.05925,0.1,3,0.8,0,135
BarabasiAlbert,0.05925,0.1,3,0.8,0,87
BarabasiAlbert,0.05925,0.1,3,0.8,0,180
BarabasiAlbert,0.05925,0.1,3,0.8,0,10
BarabasiAlbert,0.05925,0.1,3,0.8,0,164
BarabasiAlbert,0.05925,0.1,3,0.8,0,190
BarabasiAlbert,0.05925,0.1,3,0.8,0,27
BarabasiAlbert,0.05925,0.1,3,0.8,0,149
BarabasiAlbert,0.05925,0.1,3,0.8,0,241
BarabasiAlbert,0.05925,0.1,3,0.8,0,181
BarabasiAlbert,0.05925,0.1,3,0.8,0,194
BarabasiAlbert,0.05925,0.1,3,0.8,0,61
BarabasiAlbert,0.05925,0.1,3,0.8,0,128
BarabasiAlbert,0.05925,0.1,3,0.8,0,73
BarabasiAlbert,0.05925,0.1,3,0.8,0,11
BarabasiAlbert,0.05925,0.1,3,0.8,0,129
BarabasiAlbert,0.05925,0.1,3,0.8,0,34
BarabasiAlbert,0.05925,0.1,3,0.8,0,38
BarabasiAlbert,0.05925,0.1,3,0.8,0,86
BarabasiAlbert,0.05925,0.1,3,0.8,0,154
BarabasiAlbert,0.05925,0.1,3,0.8,0,59
BarabasiAlbert,0.05925,0.1,3,0.8,0,106
BarabasiAlbert,0.05925,0.1,3,0.8,0,186
BarabasiAlbert,0.05925,0.1,3,0.8,0,143
BarabasiAlbert,0.05925,0.1,3,0.8,0,112
BarabasiAlbert,0.05925,0.1,3,0.8,0,201
BarabasiAlbert,0.05925,0.1,3,0.8,0,75
BarabasiAlbert,0.05925,0.1,3,0.8,0,101
BarabasiAlbert,0.05925,0.1,3,0.8,0,122
BarabasiAlbert,0.05925,0.1,3,0.8,0,56
BarabasiAlbert,0.05925,0.1,3,0.8,0,111
BarabasiAlbert,0.05925,0.1,3,0.8,0,1
BarabasiAlbert,0.05925,0.1,3,0.8,0,184
BarabasiAlbert,0.05925,0.1,3,0.8,0,70
BarabasiAlbert,0.05925,0.1,3,0.8,0,115
BarabasiAlbert,0.05925,0.1,3,0.8,0,250
BarabasiAlbert,0.05925,0.1,3,0.8,0,63
BarabasiAlbert,0.05925,0.1,3,0.8,0,153
BarabasiAlbert,0.05925,0.1,3,0.8,0,167
BarabasiAlbert,0.05925,0.1,3,0.8,0,172
BarabasiAlbert,0.05925,0.1,3,0.8,0,185
BarabasiAlbert,0.05925,0.1,3,0.8,0,104
BarabasiAlbert,0.05925,0.1,3,0.8,0,254
BarabasiAlbert,0.05925,0.1,3,0.8,0,208
BarabasiAlbert,0.05925,0.1,3,0.8,0,186
BarabasiAlbert,0.05925,0.1,3,0.8,0,22
BarabasiAlbert,0.05925,0.1,3,0.8,0,241
BarabasiAlbert,0.05925,0.1,3,0.8,0,24
BarabasiAlbert,0.05925,0.1,3,0.8,0,22
BarabasiAlbert,0.05925,0.1,3,0.8,0,132
BarabasiAlbert,0.05925,0.1,3,0.8,0,2
BarabasiAlbert,0.05925,0.1,3,0.8,0,141
BarabasiAlbert,0.05925,0.1,3,0.8,0,197
BarabasiAlbert,0.05925,0.1,3,0.8,0,66
BarabasiAlbert,0.05925,0.1,3,0.8,0,168
BarabasiAlbert,0.05925,0.1,3,0.8,0,223
BarabasiAlbert,0.05925,0.1,3,0.8,0,22
BarabasiAlbert,0.05925,0.1,3,0.8,0,73
BarabasiAlbert,0.05925,0.1,3,0.8,0,148
BarabasiAlbert,0.05925,0.1,3,0.8,0,1
BarabasiAlbert,0.05925,0.1,3,0.8,0,110
BarabasiAlbert,0.05925,0.1,3,0.8,0,198
BarabasiAlbert,0.05925,0.1,3,0.8,0,200
BarabasiAlbert,0.05925,0.1,3,0.8,0,191
BarabasiAlbert,0.05925,0.1,3,0.8,0,63
BarabasiAlbert,0.05925,0.1,3,0.8,0,180
