DataSet,NodeCount,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,GoalPriority,OperationCount
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,51
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,298
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,438
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,694
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,60
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,237
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,80
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,288
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,62
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,133
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,266
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,235
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,315
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,197
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,85
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,86
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,15
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,248
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,160
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,692
BarabasiAlbert,200,0.01000,1.8,2,0.8,0,1,115
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,117
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,440
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,159
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,36
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,412
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,305
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,313
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,253
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,485
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,1030
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,85
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,310
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,166
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,69
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,458
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,407
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,182
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,78
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,112
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,311
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,373
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,91
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,206
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,172
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,17
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,561
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,329
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,179
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,166
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,33
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,258
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,114
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,240
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,215
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,287
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,30
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,412
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,154
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,19
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,474
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,307
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,64
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,207
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,118
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,440
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,47
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,224
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,193
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,425
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,349
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,166
BarabasiAlbert,200,0.01000,1.8,2,0.8,0,1,584
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,196
BarabasiAlbert,200,0.01000,1.8,2,0.8,0,1,3
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,268
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,126
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,61
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,111
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,172
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,193
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,33
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,514
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,406
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,228
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,583
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,98
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,180
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,18
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,684
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,142
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,123
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,27
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,292
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,511
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,44
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,59
BarabasiAlbert,200,0.01000,1.8,5,0.8,0,1,241
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,148
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,119
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,833
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,153
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,154
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,128
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,3
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,32
BarabasiAlbert,200,0.01000,1.8,4,0.8,0,1,303
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,135
BarabasiAlbert,200,0.01000,1.8,3,0.8,0,1,74
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,13
BarabasiAlbert,200,0.01000,1.8,-1,0.8,0,1,249
