DataSet,NodeCount,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,GoalPriority,OperationCount
Tree,200,0.01282,10.0,3,0.8,0.1,5,34
Tree,200,0.01282,10.0,3,0.8,0.1,5,465
Tree,200,0.01282,10.0,2,0.8,0.1,5,53
Tree,200,0.01282,10.0,3,0.8,0.1,5,793
Tree,200,0.01282,10.0,3,0.8,0.1,5,78
Tree,200,0.01282,10.0,1,0.8,0.1,5,1
Tree,200,0.01282,10.0,3,0.8,0.1,5,243
Tree,200,0.01282,10.0,3,0.8,0.1,5,34
Tree,200,0.01282,10.0,3,0.8,0.1,5,269
Tree,200,0.01282,10.0,3,0.8,0.1,5,619
Tree,200,0.01282,10.0,3,0.8,0.1,5,33
Tree,200,0.01282,10.0,2,0.8,0.1,5,4
Tree,200,0.01282,10.0,3,0.8,0.1,5,3
Tree,200,0.01282,10.0,1,0.8,0.1,5,1
Tree,200,0.01282,10.0,2,0.8,0.1,5,50
Tree,200,0.01282,10.0,3,0.8,0.1,5,77
Tree,200,0.01282,10.0,3,0.8,0.1,5,132
Tree,200,0.01282,10.0,3,0.8,0.1,5,767
Tree,200,0.01282,10.0,3,0.8,0.1,5,63
Tree,200,0.01282,10.0,3,0.8,0.1,5,103
Tree,200,0.01282,10.0,3,0.8,0.1,5,769
Tree,200,0.01282,10.0,3,0.8,0.1,5,196
Tree,200,0.01282,10.0,3,0.8,0.1,5,150
Tree,200,0.01282,10.0,3,0.8,0.1,5,33
Tree,200,0.01282,10.0,3,0.8,0.1,5,71
Tree,200,0.01282,10.0,3,0.8,0.1,5,51
Tree,200,0.01282,10.0,3,0.8,0.1,5,129
Tree,200,0.01282,10.0,3,0.8,0.1,5,203
Tree,200,0.01282,10.0,3,0.8,0.1,5,12
Tree,200,0.01282,10.0,3,0.8,0.1,5,522
Tree,200,0.01282,10.0,3,0.8,0.1,5,53
Tree,200,0.01282,10.0,3,0.8,0.1,5,254
Tree,200,0.01282,10.0,3,0.8,0.1,5,616
Tree,200,0.01282,10.0,3,0.8,0.1,5,56
Tree,200,0.01282,10.0,3,0.8,0.1,5,585
Tree,200,0.01282,10.0,2,0.8,0.1,5,57
Tree,200,0.01282,10.0,2,0.8,0.1,5,75
Tree,200,0.01282,10.0,3,0.8,0.1,5,80
Tree,200,0.01282,10.0,3,0.8,0.1,5,574
Tree,200,0.01282,10.0,3,0.8,0.1,5,87
Tree,200,0.01282,10.0,3,0.8,0.1,5,290
Tree,200,0.01282,10.0,3,0.8,0.1,5,150
Tree,200,0.01282,10.0,3,0.8,0.1,5,469
Tree,200,0.01282,10.0,2,0.8,0.1,5,5
Tree,200,0.01282,10.0,3,0.8,0.1,5,570
Tree,200,0.01282,10.0,3,0.8,0.1,5,128
Tree,200,0.01282,10.0,3,0.8,0.1,5,55
Tree,200,0.01282,10.0,3,0.8,0.1,5,239
Tree,200,0.01282,10.0,3,0.8,0.1,5,134
Tree,200,0.01282,10.0,3,0.8,0.1,5,3
Tree,200,0.01282,10.0,3,0.8,0.1,5,178
Tree,200,0.01282,10.0,3,0.8,0.1,5,1381
Tree,200,0.01282,10.0,2,0.8,0.1,5,28
Tree,200,0.01282,10.0,3,0.8,0.1,5,159
Tree,200,0.01282,10.0,3,0.8,0.1,5,23
Tree,200,0.01282,10.0,3,0.8,0.1,5,400
