DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
WattsStrongatz,0.5,2,0.8,0,62
WattsStrongatz,0.5,2,0.8,0,117
WattsStrongatz,0.5,2,0.8,0,230
WattsStrongatz,0.5,2,0.8,0,187
WattsStrongatz,0.5,2,0.8,0,120
WattsStrongatz,0.5,2,0.8,0,18
WattsStrongatz,0.5,2,0.8,0,197
WattsStrongatz,0.5,2,0.8,0,241
WattsStrongatz,0.5,2,0.8,0,72
WattsStrongatz,0.5,2,0.8,0,296
WattsStrongatz,0.5,2,0.8,0,80
WattsStrongatz,0.5,2,0.8,0,69
WattsStrongatz,0.5,2,0.8,0,170
WattsStrongatz,0.5,2,0.8,0,113
WattsStrongatz,0.5,2,0.8,0,161
WattsStrongatz,0.5,2,0.8,0,131
WattsStrongatz,0.5,2,0.8,0,213
WattsStrongatz,0.5,2,0.8,0,143
WattsStrongatz,0.5,2,0.8,0,193
WattsStrongatz,0.5,2,0.8,0,61
WattsStrongatz,0.5,2,0.8,0,99
WattsStrongatz,0.5,2,0.8,0,84
WattsStrongatz,0.5,2,0.8,0,13
WattsStrongatz,0.5,2,0.8,0,133
WattsStrongatz,0.5,2,0.8,0,225
WattsStrongatz,0.5,2,0.8,0,2
WattsStrongatz,0.5,2,0.8,0,299
WattsStrongatz,0.5,2,0.8,0,175
WattsStrongatz,0.5,2,0.8,0,161
WattsStrongatz,0.5,2,0.8,0,59
WattsStrongatz,0.5,2,0.8,0,88
WattsStrongatz,0.5,2,0.8,0,321
WattsStrongatz,0.5,2,0.8,0,12
WattsStrongatz,0.5,2,0.8,0,28
WattsStrongatz,0.5,2,0.8,0,217
WattsStrongatz,0.5,2,0.8,0,131
WattsStrongatz,0.5,2,0.8,0,47
WattsStrongatz,0.5,2,0.8,0,241
WattsStrongatz,0.5,2,0.8,0,220
WattsStrongatz,0.5,2,0.8,0,17
WattsStrongatz,0.5,2,0.8,0,67
WattsStrongatz,0.5,2,0.8,0,249
WattsStrongatz,0.5,2,0.8,0,46
WattsStrongatz,0.5,2,0.8,0,195
WattsStrongatz,0.5,2,0.8,0,83
WattsStrongatz,0.5,2,0.8,0,81
WattsStrongatz,0.5,2,0.8,0,198
WattsStrongatz,0.5,2,0.8,0,244
WattsStrongatz,0.5,2,0.8,0,12
WattsStrongatz,0.5,2,0.8,0,1
WattsStrongatz,0.5,2,0.8,0,159
WattsStrongatz,0.5,2,0.8,0,1
WattsStrongatz,0.5,2,0.8,0,143
WattsStrongatz,0.5,2,0.8,0,2
WattsStrongatz,0.5,2,0.8,0,89
WattsStrongatz,0.5,2,0.8,0,243
WattsStrongatz,0.5,2,0.8,0,223
WattsStrongatz,0.5,2,0.8,0,5
WattsStrongatz,0.5,2,0.8,0,11
WattsStrongatz,0.5,2,0.8,0,206
WattsStrongatz,0.5,2,0.8,0,159
WattsStrongatz,0.5,2,0.8,0,132
WattsStrongatz,0.5,2,0.8,0,76
WattsStrongatz,0.5,2,0.8,0,41
WattsStrongatz,0.5,2,0.8,0,157
WattsStrongatz,0.5,2,0.8,0,166
