DataSet,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
BarabasiAlbert,0.01994975,1.0,3,0.8,0,119
BarabasiAlbert,0.01994975,1.0,3,0.8,0,3
BarabasiAlbert,0.01994975,1.0,3,0.8,0,56
BarabasiAlbert,0.01994975,1.0,3,0.8,0,47
BarabasiAlbert,0.01994975,1.0,3,0.8,0,9
BarabasiAlbert,0.01994975,1.0,3,0.8,0,148
BarabasiAlbert,0.01994975,1.0,3,0.8,0,3
BarabasiAlbert,0.01994975,1.0,3,0.8,0,351
BarabasiAlbert,0.01994975,1.0,3,0.8,0,120
BarabasiAlbert,0.01994975,1.0,3,0.8,0,84
BarabasiAlbert,0.01994975,1.0,3,0.8,0,242
BarabasiAlbert,0.01994975,1.0,3,0.8,0,144
BarabasiAlbert,0.01994975,1.0,3,0.8,0,5
BarabasiAlbert,0.01994975,1.0,3,0.8,0,224
BarabasiAlbert,0.01994975,1.0,3,0.8,0,214
BarabasiAlbert,0.01994975,1.0,3,0.8,0,255
BarabasiAlbert,0.01994975,1.0,3,0.8,0,123
BarabasiAlbert,0.01994975,1.0,3,0.8,0,309
BarabasiAlbert,0.01994975,1.0,3,0.8,0,286
BarabasiAlbert,0.01994975,1.0,3,0.8,0,52
BarabasiAlbert,0.01994975,1.0,3,0.8,0,9
BarabasiAlbert,0.01994975,1.0,3,0.8,0,159
BarabasiAlbert,0.01994975,1.0,3,0.8,0,178
BarabasiAlbert,0.01994975,1.0,3,0.8,0,91
BarabasiAlbert,0.01994975,1.0,3,0.8,0,150
BarabasiAlbert,0.01994975,1.0,3,0.8,0,117
BarabasiAlbert,0.01994975,1.0,3,0.8,0,76
BarabasiAlbert,0.01994975,1.0,3,0.8,0,103
BarabasiAlbert,0.01994975,1.0,3,0.8,0,136
BarabasiAlbert,0.01994975,1.0,3,0.8,0,12
BarabasiAlbert,0.01994975,1.0,3,0.8,0,15
BarabasiAlbert,0.01994975,1.0,3,0.8,0,61
BarabasiAlbert,0.01994975,1.0,3,0.8,0,142
BarabasiAlbert,0.01994975,1.0,3,0.8,0,190
BarabasiAlbert,0.01994975,1.0,3,0.8,0,310
BarabasiAlbert,0.01994975,1.0,3,0.8,0,419
BarabasiAlbert,0.01994975,1.0,3,0.8,0,8
BarabasiAlbert,0.01994975,1.0,3,0.8,0,192
BarabasiAlbert,0.01994975,1.0,3,0.8,0,22
BarabasiAlbert,0.01994975,1.0,3,0.8,0,9
BarabasiAlbert,0.01994975,1.0,3,0.8,0,340
BarabasiAlbert,0.01994975,1.0,3,0.8,0,252
BarabasiAlbert,0.01994975,1.0,3,0.8,0,19
BarabasiAlbert,0.01994975,1.0,3,0.8,0,106
BarabasiAlbert,0.01994975,1.0,3,0.8,0,68
BarabasiAlbert,0.01994975,1.0,3,0.8,0,89
BarabasiAlbert,0.01994975,1.0,3,0.8,0,28
BarabasiAlbert,0.01994975,1.0,3,0.8,0,75
BarabasiAlbert,0.01994975,1.0,3,0.8,0,272
BarabasiAlbert,0.01994975,1.0,3,0.8,0,107
BarabasiAlbert,0.01994975,1.0,3,0.8,0,128
BarabasiAlbert,0.01994975,1.0,3,0.8,0,91
BarabasiAlbert,0.01994975,1.0,3,0.8,0,410
BarabasiAlbert,0.01994975,1.0,3,0.8,0,394
BarabasiAlbert,0.01994975,1.0,3,0.8,0,58
BarabasiAlbert,0.01994975,1.0,3,0.8,0,151
BarabasiAlbert,0.01994975,1.0,3,0.8,0,235
BarabasiAlbert,0.01994975,1.0,3,0.8,0,156
BarabasiAlbert,0.01994975,1.0,3,0.8,0,303
BarabasiAlbert,0.01994975,1.0,3,0.8,0,48
BarabasiAlbert,0.01994975,1.0,3,0.8,0,28
BarabasiAlbert,0.01994975,1.0,3,0.8,0,159
BarabasiAlbert,0.01994975,1.0,3,0.8,0,166
BarabasiAlbert,0.01994975,1.0,3,0.8,0,27
BarabasiAlbert,0.01994975,1.0,3,0.8,0,2
BarabasiAlbert,0.01994975,1.0,3,0.8,0,225
BarabasiAlbert,0.01994975,1.0,3,0.8,0,7
BarabasiAlbert,0.01994975,1.0,3,0.8,0,288
BarabasiAlbert,0.01994975,1.0,3,0.8,0,257
BarabasiAlbert,0.01994975,1.0,3,0.8,0,65
BarabasiAlbert,0.01994975,1.0,3,0.8,0,183
BarabasiAlbert,0.01994975,1.0,3,0.8,0,154
BarabasiAlbert,0.01994975,1.0,3,0.8,0,217
BarabasiAlbert,0.01994975,1.0,3,0.8,0,80
BarabasiAlbert,0.01994975,1.0,3,0.8,0,83
BarabasiAlbert,0.01994975,1.0,3,0.8,0,36
