DataSet,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,141
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1504
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,5
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,7
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,769
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,337
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1813
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,136
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,288
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1609
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,6
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,461
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,810
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,7
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1348
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,515
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,58
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,7
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,95
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,5611
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,3
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,828
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,272
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1867
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,491
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1433
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,74
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,52
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1451
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,547
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,73
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1348
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,102
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,688
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,718
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,44
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,172
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,194
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,468
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,228
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,1669
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,150
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,114
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,223
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,32
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,328
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,4
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,10
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,281
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,455
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,786
BarabasiAlbert,0.01994975,10.0,3,0.8,0.1,11
