DataSet,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
BarabasiAlbert,0.01994975,2.0,3,0.8,0,93
BarabasiAlbert,0.01994975,2.0,3,0.8,0,5
BarabasiAlbert,0.01994975,2.0,3,0.8,0,521
BarabasiAlbert,0.01994975,2.0,3,0.8,0,30
BarabasiAlbert,0.01994975,2.0,3,0.8,0,13
BarabasiAlbert,0.01994975,2.0,3,0.8,0,151
BarabasiAlbert,0.01994975,2.0,3,0.8,0,87
BarabasiAlbert,0.01994975,2.0,3,0.8,0,53
BarabasiAlbert,0.01994975,2.0,3,0.8,0,700
BarabasiAlbert,0.01994975,2.0,3,0.8,0,29
BarabasiAlbert,0.01994975,2.0,3,0.8,0,10
BarabasiAlbert,0.01994975,2.0,3,0.8,0,155
BarabasiAlbert,0.01994975,2.0,3,0.8,0,334
BarabasiAlbert,0.01994975,2.0,3,0.8,0,116
BarabasiAlbert,0.01994975,2.0,3,0.8,0,3
BarabasiAlbert,0.01994975,2.0,3,0.8,0,12
BarabasiAlbert,0.01994975,2.0,3,0.8,0,3
BarabasiAlbert,0.01994975,2.0,3,0.8,0,287
BarabasiAlbert,0.01994975,2.0,3,0.8,0,240
BarabasiAlbert,0.01994975,2.0,3,0.8,0,207
BarabasiAlbert,0.01994975,2.0,3,0.8,0,232
BarabasiAlbert,0.01994975,2.0,3,0.8,0,100
BarabasiAlbert,0.01994975,2.0,3,0.8,0,129
BarabasiAlbert,0.01994975,2.0,3,0.8,0,534
BarabasiAlbert,0.01994975,2.0,3,0.8,0,135
BarabasiAlbert,0.01994975,2.0,3,0.8,0,215
BarabasiAlbert,0.01994975,2.0,3,0.8,0,212
BarabasiAlbert,0.01994975,2.0,3,0.8,0,173
BarabasiAlbert,0.01994975,2.0,3,0.8,0,280
BarabasiAlbert,0.01994975,2.0,3,0.8,0,47
BarabasiAlbert,0.01994975,2.0,3,0.8,0,104
BarabasiAlbert,0.01994975,2.0,3,0.8,0,232
BarabasiAlbert,0.01994975,2.0,3,0.8,0,340
BarabasiAlbert,0.01994975,2.0,3,0.8,0,264
BarabasiAlbert,0.01994975,2.0,3,0.8,0,43
BarabasiAlbert,0.01994975,2.0,3,0.8,0,650
BarabasiAlbert,0.01994975,2.0,3,0.8,0,150
BarabasiAlbert,0.01994975,2.0,3,0.8,0,282
BarabasiAlbert,0.01994975,2.0,3,0.8,0,72
BarabasiAlbert,0.01994975,2.0,3,0.8,0,149
BarabasiAlbert,0.01994975,2.0,3,0.8,0,386
BarabasiAlbert,0.01994975,2.0,3,0.8,0,147
BarabasiAlbert,0.01994975,2.0,3,0.8,0,154
BarabasiAlbert,0.01994975,2.0,3,0.8,0,13
BarabasiAlbert,0.01994975,2.0,3,0.8,0,319
BarabasiAlbert,0.01994975,2.0,3,0.8,0,132
BarabasiAlbert,0.01994975,2.0,3,0.8,0,62
BarabasiAlbert,0.01994975,2.0,3,0.8,0,557
BarabasiAlbert,0.01994975,2.0,3,0.8,0,503
BarabasiAlbert,0.01994975,2.0,3,0.8,0,114
BarabasiAlbert,0.01994975,2.0,3,0.8,0,464
BarabasiAlbert,0.01994975,2.0,3,0.8,0,38
BarabasiAlbert,0.01994975,2.0,3,0.8,0,532
BarabasiAlbert,0.01994975,2.0,3,0.8,0,119
BarabasiAlbert,0.01994975,2.0,3,0.8,0,402
BarabasiAlbert,0.01994975,2.0,3,0.8,0,219
BarabasiAlbert,0.01994975,2.0,3,0.8,0,378
BarabasiAlbert,0.01994975,2.0,3,0.8,0,252
BarabasiAlbert,0.01994975,2.0,3,0.8,0,26
BarabasiAlbert,0.01994975,2.0,3,0.8,0,118
BarabasiAlbert,0.01994975,2.0,3,0.8,0,895
BarabasiAlbert,0.01994975,2.0,3,0.8,0,100
BarabasiAlbert,0.01994975,2.0,3,0.8,0,330
BarabasiAlbert,0.01994975,2.0,3,0.8,0,3
BarabasiAlbert,0.01994975,2.0,3,0.8,0,129
BarabasiAlbert,0.01994975,2.0,3,0.8,0,34
BarabasiAlbert,0.01994975,2.0,3,0.8,0,519
BarabasiAlbert,0.01994975,2.0,3,0.8,0,18
BarabasiAlbert,0.01994975,2.0,3,0.8,0,21
BarabasiAlbert,0.01994975,2.0,3,0.8,0,281
BarabasiAlbert,0.01994975,2.0,3,0.8,0,60
BarabasiAlbert,0.01994975,2.0,3,0.8,0,614
BarabasiAlbert,0.01994975,2.0,3,0.8,0,203
BarabasiAlbert,0.01994975,2.0,3,0.8,0,262
BarabasiAlbert,0.01994975,2.0,3,0.8,0,34
BarabasiAlbert,0.01994975,2.0,3,0.8,0,273
BarabasiAlbert,0.01994975,2.0,3,0.8,0,417
BarabasiAlbert,0.01994975,2.0,3,0.8,0,145
BarabasiAlbert,0.01994975,2.0,3,0.8,0,180
BarabasiAlbert,0.01994975,2.0,3,0.8,0,6
BarabasiAlbert,0.01994975,2.0,3,0.8,0,287
BarabasiAlbert,0.01994975,2.0,3,0.8,0,33
BarabasiAlbert,0.01994975,2.0,3,0.8,0,193
BarabasiAlbert,0.01994975,2.0,3,0.8,0,25
BarabasiAlbert,0.01994975,2.0,3,0.8,0,279
BarabasiAlbert,0.01994975,2.0,3,0.8,0,125
BarabasiAlbert,0.01994975,2.0,3,0.8,0,267
BarabasiAlbert,0.01994975,2.0,3,0.8,0,76
BarabasiAlbert,0.01994975,2.0,3,0.8,0,295
BarabasiAlbert,0.01994975,2.0,3,0.8,0,45
BarabasiAlbert,0.01994975,2.0,3,0.8,0,373
BarabasiAlbert,0.01994975,2.0,3,0.8,0,340
BarabasiAlbert,0.01994975,2.0,3,0.8,0,35
BarabasiAlbert,0.01994975,2.0,3,0.8,0,35
BarabasiAlbert,0.01994975,2.0,3,0.8,0,398
BarabasiAlbert,0.01994975,2.0,3,0.8,0,69
BarabasiAlbert,0.01994975,2.0,3,0.8,0,100
BarabasiAlbert,0.01994975,2.0,3,0.8,0,680
BarabasiAlbert,0.01994975,2.0,3,0.8,0,98
BarabasiAlbert,0.01994975,2.0,3,0.8,0,5
BarabasiAlbert,0.01994975,2.0,3,0.8,0,242
BarabasiAlbert,0.01994975,2.0,3,0.8,0,223
BarabasiAlbert,0.01994975,2.0,3,0.8,0,63
BarabasiAlbert,0.01994975,2.0,3,0.8,0,161
BarabasiAlbert,0.01994975,2.0,3,0.8,0,277
BarabasiAlbert,0.01994975,2.0,3,0.8,0,342
BarabasiAlbert,0.01994975,2.0,3,0.8,0,121
BarabasiAlbert,0.01994975,2.0,3,0.8,0,304
BarabasiAlbert,0.01994975,2.0,3,0.8,0,35
BarabasiAlbert,0.01994975,2.0,3,0.8,0,140
BarabasiAlbert,0.01994975,2.0,3,0.8,0,4
BarabasiAlbert,0.01994975,2.0,3,0.8,0,233
BarabasiAlbert,0.01994975,2.0,3,0.8,0,96
BarabasiAlbert,0.01994975,2.0,3,0.8,0,434
BarabasiAlbert,0.01994975,2.0,3,0.8,0,124
BarabasiAlbert,0.01994975,2.0,3,0.8,0,291
BarabasiAlbert,0.01994975,2.0,3,0.8,0,114
BarabasiAlbert,0.01994975,2.0,3,0.8,0,117
BarabasiAlbert,0.01994975,2.0,3,0.8,0,431
BarabasiAlbert,0.01994975,2.0,3,0.8,0,629
BarabasiAlbert,0.01994975,2.0,3,0.8,0,5
BarabasiAlbert,0.01994975,2.0,3,0.8,0,510
BarabasiAlbert,0.01994975,2.0,3,0.8,0,148
BarabasiAlbert,0.01994975,2.0,3,0.8,0,599
BarabasiAlbert,0.01994975,2.0,3,0.8,0,108
BarabasiAlbert,0.01994975,2.0,3,0.8,0,77
BarabasiAlbert,0.01994975,2.0,3,0.8,0,729
BarabasiAlbert,0.01994975,2.0,3,0.8,0,321
BarabasiAlbert,0.01994975,2.0,3,0.8,0,166
BarabasiAlbert,0.01994975,2.0,3,0.8,0,371
BarabasiAlbert,0.01994975,2.0,3,0.8,0,231
BarabasiAlbert,0.01994975,2.0,3,0.8,0,11
BarabasiAlbert,0.01994975,2.0,3,0.8,0,25
BarabasiAlbert,0.01994975,2.0,3,0.8,0,399
BarabasiAlbert,0.01994975,2.0,3,0.8,0,25
BarabasiAlbert,0.01994975,2.0,3,0.8,0,378
BarabasiAlbert,0.01994975,2.0,3,0.8,0,31
BarabasiAlbert,0.01994975,2.0,3,0.8,0,472
BarabasiAlbert,0.01994975,2.0,3,0.8,0,113
BarabasiAlbert,0.01994975,2.0,3,0.8,0,131
BarabasiAlbert,0.01994975,2.0,3,0.8,0,475
BarabasiAlbert,0.01994975,2.0,3,0.8,0,280
BarabasiAlbert,0.01994975,2.0,3,0.8,0,616
BarabasiAlbert,0.01994975,2.0,3,0.8,0,12
BarabasiAlbert,0.01994975,2.0,3,0.8,0,1
BarabasiAlbert,0.01994975,2.0,3,0.8,0,55
BarabasiAlbert,0.01994975,2.0,3,0.8,0,22
BarabasiAlbert,0.01994975,2.0,3,0.8,0,562
BarabasiAlbert,0.01994975,2.0,3,0.8,0,853
BarabasiAlbert,0.01994975,2.0,3,0.8,0,389
BarabasiAlbert,0.01994975,2.0,3,0.8,0,457
BarabasiAlbert,0.01994975,2.0,3,0.8,0,33
BarabasiAlbert,0.01994975,2.0,3,0.8,0,40
BarabasiAlbert,0.01994975,2.0,3,0.8,0,112
BarabasiAlbert,0.01994975,2.0,3,0.8,0,157
BarabasiAlbert,0.01994975,2.0,3,0.8,0,202
BarabasiAlbert,0.01994975,2.0,3,0.8,0,247
BarabasiAlbert,0.01994975,2.0,3,0.8,0,91
BarabasiAlbert,0.01994975,2.0,3,0.8,0,100
BarabasiAlbert,0.01994975,2.0,3,0.8,0,4
BarabasiAlbert,0.01994975,2.0,3,0.8,0,96
BarabasiAlbert,0.01994975,2.0,3,0.8,0,350
BarabasiAlbert,0.01994975,2.0,3,0.8,0,47
BarabasiAlbert,0.01994975,2.0,3,0.8,0,89
BarabasiAlbert,0.01994975,2.0,3,0.8,0,282
BarabasiAlbert,0.01994975,2.0,3,0.8,0,194
BarabasiAlbert,0.01994975,2.0,3,0.8,0,99
BarabasiAlbert,0.01994975,2.0,3,0.8,0,129
BarabasiAlbert,0.01994975,2.0,3,0.8,0,79
BarabasiAlbert,0.01994975,2.0,3,0.8,0,288
BarabasiAlbert,0.01994975,2.0,3,0.8,0,171
BarabasiAlbert,0.01994975,2.0,3,0.8,0,12
BarabasiAlbert,0.01994975,2.0,3,0.8,0,24
BarabasiAlbert,0.01994975,2.0,3,0.8,0,187
BarabasiAlbert,0.01994975,2.0,3,0.8,0,101
BarabasiAlbert,0.01994975,2.0,3,0.8,0,198
BarabasiAlbert,0.01994975,2.0,3,0.8,0,594
BarabasiAlbert,0.01994975,2.0,3,0.8,0,67
BarabasiAlbert,0.01994975,2.0,3,0.8,0,327
BarabasiAlbert,0.01994975,2.0,3,0.8,0,318
BarabasiAlbert,0.01994975,2.0,3,0.8,0,91
BarabasiAlbert,0.01994975,2.0,3,0.8,0,66
BarabasiAlbert,0.01994975,2.0,3,0.8,0,231
BarabasiAlbert,0.01994975,2.0,3,0.8,0,695
BarabasiAlbert,0.01994975,2.0,3,0.8,0,162
BarabasiAlbert,0.01994975,2.0,3,0.8,0,106
BarabasiAlbert,0.01994975,2.0,3,0.8,0,113
BarabasiAlbert,0.01994975,2.0,3,0.8,0,212
BarabasiAlbert,0.01994975,2.0,3,0.8,0,75
BarabasiAlbert,0.01994975,2.0,3,0.8,0,604
BarabasiAlbert,0.01994975,2.0,3,0.8,0,247
BarabasiAlbert,0.01994975,2.0,3,0.8,0,316
BarabasiAlbert,0.01994975,2.0,3,0.8,0,95
