DataSet,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
BarabasiAlbert,0.01994975,1.8,3,0.8,0,20
BarabasiAlbert,0.01994975,1.8,3,0.8,0,103
BarabasiAlbert,0.01994975,1.8,3,0.8,0,383
BarabasiAlbert,0.01994975,1.8,3,0.8,0,55
BarabasiAlbert,0.01994975,1.8,3,0.8,0,256
BarabasiAlbert,0.01994975,1.8,3,0.8,0,381
BarabasiAlbert,0.01994975,1.8,3,0.8,0,231
BarabasiAlbert,0.01994975,1.8,3,0.8,0,135
BarabasiAlbert,0.01994975,1.8,3,0.8,0,165
BarabasiAlbert,0.01994975,1.8,3,0.8,0,158
BarabasiAlbert,0.01994975,1.8,3,0.8,0,198
BarabasiAlbert,0.01994975,1.8,3,0.8,0,148
BarabasiAlbert,0.01994975,1.8,3,0.8,0,181
BarabasiAlbert,0.01994975,1.8,3,0.8,0,164
BarabasiAlbert,0.01994975,1.8,3,0.8,0,19
BarabasiAlbert,0.01994975,1.8,3,0.8,0,274
BarabasiAlbert,0.01994975,1.8,3,0.8,0,71
BarabasiAlbert,0.01994975,1.8,3,0.8,0,463
BarabasiAlbert,0.01994975,1.8,3,0.8,0,455
BarabasiAlbert,0.01994975,1.8,3,0.8,0,60
BarabasiAlbert,0.01994975,1.8,3,0.8,0,56
BarabasiAlbert,0.01994975,1.8,3,0.8,0,338
BarabasiAlbert,0.01994975,1.8,3,0.8,0,120
BarabasiAlbert,0.01994975,1.8,3,0.8,0,465
BarabasiAlbert,0.01994975,1.8,3,0.8,0,36
BarabasiAlbert,0.01994975,1.8,3,0.8,0,141
BarabasiAlbert,0.01994975,1.8,3,0.8,0,200
BarabasiAlbert,0.01994975,1.8,3,0.8,0,182
BarabasiAlbert,0.01994975,1.8,3,0.8,0,342
BarabasiAlbert,0.01994975,1.8,3,0.8,0,7
BarabasiAlbert,0.01994975,1.8,3,0.8,0,18
BarabasiAlbert,0.01994975,1.8,3,0.8,0,98
BarabasiAlbert,0.01994975,1.8,3,0.8,0,79
BarabasiAlbert,0.01994975,1.8,3,0.8,0,17
BarabasiAlbert,0.01994975,1.8,3,0.8,0,43
BarabasiAlbert,0.01994975,1.8,3,0.8,0,351
BarabasiAlbert,0.01994975,1.8,3,0.8,0,215
