DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
Tree,1.8,3,0.8,0,434
Tree,1.8,3,0.8,0,431
Tree,1.8,3,0.8,0,312
Tree,1.8,3,0.8,0,6
Tree,1.8,3,0.8,0,1510
Tree,1.8,3,0.8,0,178
Tree,1.8,3,0.8,0,665
Tree,1.8,3,0.8,0,19
Tree,1.8,3,0.8,0,410
Tree,1.8,3,0.8,0,375
Tree,1.8,3,0.8,0,1224
Tree,1.8,3,0.8,0,757
Tree,1.8,3,0.8,0,1300
Tree,1.8,3,0.8,0,1695
Tree,1.8,3,0.8,0,249
Tree,1.8,3,0.8,0,699
Tree,1.8,3,0.8,0,340
Tree,1.8,3,0.8,0,1295
Tree,1.8,3,0.8,0,214
Tree,1.8,3,0.8,0,234
Tree,1.8,3,0.8,0,451
Tree,1.8,3,0.8,0,850
Tree,1.8,3,0.8,0,147
Tree,1.8,3,0.8,0,318
Tree,1.8,3,0.8,0,428
Tree,1.8,3,0.8,0,601
Tree,1.8,3,0.8,0,635
Tree,1.8,3,0.8,0,884
Tree,1.8,3,0.8,0,757
Tree,1.8,3,0.8,0,325
Tree,1.8,3,0.8,0,695
Tree,1.8,3,0.8,0,1370
Tree,1.8,3,0.8,0,1402
Tree,1.8,3,0.8,0,1212
Tree,1.8,3,0.8,0,1379
Tree,1.8,3,0.8,0,432
Tree,1.8,3,0.8,0,388
Tree,1.8,3,0.8,0,533
Tree,1.8,3,0.8,0,348
Tree,1.8,3,0.8,0,2866
Tree,1.8,3,0.8,0,1531
Tree,1.8,3,0.8,0,1348
Tree,1.8,3,0.8,0,1591
Tree,1.8,3,0.8,0,414
Tree,1.8,3,0.8,0,752
Tree,1.8,3,0.8,0,406
Tree,1.8,3,0.8,0,338
Tree,1.8,3,0.8,0,219
Tree,1.8,3,0.8,0,789
Tree,1.8,3,0.8,0,211
Tree,1.8,3,0.8,0,915
Tree,1.8,3,0.8,0,83
Tree,1.8,3,0.8,0,538
Tree,1.8,3,0.8,0,8
Tree,1.8,3,0.8,0,756
Tree,1.8,3,0.8,0,1064
Tree,1.8,3,0.8,0,242
Tree,1.8,3,0.8,0,881
Tree,1.8,3,0.8,0,2366
Tree,1.8,3,0.8,0,2348
Tree,1.8,3,0.8,0,1730
Tree,1.8,3,0.8,0,237
Tree,1.8,3,0.8,0,987
Tree,1.8,3,0.8,0,1639
Tree,1.8,3,0.8,0,3
Tree,1.8,3,0.8,0,24
Tree,1.8,3,0.8,0,499
Tree,1.8,3,0.8,0,214
Tree,1.8,3,0.8,0,696
Tree,1.8,3,0.8,0,419
Tree,1.8,3,0.8,0,460
Tree,1.8,3,0.8,0,366
Tree,1.8,3,0.8,0,1411
Tree,1.8,3,0.8,0,1474
Tree,1.8,3,0.8,0,519
Tree,1.8,3,0.8,0,733
Tree,1.8,3,0.8,0,1042
Tree,1.8,3,0.8,0,875
Tree,1.8,3,0.8,0,413
Tree,1.8,3,0.8,0,52
Tree,1.8,3,0.8,0,305
Tree,1.8,3,0.8,0,1299
Tree,1.8,3,0.8,0,2353
Tree,1.8,3,0.8,0,1689
Tree,1.8,3,0.8,0,20
Tree,1.8,3,0.8,0,2128
Tree,1.8,3,0.8,0,700
Tree,1.8,3,0.8,0,1292
Tree,1.8,3,0.8,0,223
Tree,1.8,3,0.8,0,2448
Tree,1.8,3,0.8,0,424
Tree,1.8,3,0.8,0,79
Tree,1.8,3,0.8,0,2646
Tree,1.8,3,0.8,0,768
Tree,1.8,3,0.8,0,561
Tree,1.8,3,0.8,0,967
Tree,1.8,3,0.8,0,331
Tree,1.8,3,0.8,0,504
Tree,1.8,3,0.8,0,613
Tree,1.8,3,0.8,0,58
Tree,1.8,3,0.8,0,867
Tree,1.8,3,0.8,0,61
Tree,1.8,3,0.8,0,1132
Tree,1.8,3,0.8,0,3294
Tree,1.8,3,0.8,0,395
Tree,1.8,3,0.8,0,753
Tree,1.8,3,0.8,0,546
Tree,1.8,3,0.8,0,323
Tree,1.8,3,0.8,0,44
Tree,1.8,3,0.8,0,1347
Tree,1.8,3,0.8,0,1182
Tree,1.8,3,0.8,0,2277
Tree,1.8,3,0.8,0,613
Tree,1.8,3,0.8,0,1074
Tree,1.8,3,0.8,0,525
Tree,1.8,3,0.8,0,67
Tree,1.8,3,0.8,0,359
Tree,1.8,3,0.8,0,3601
Tree,1.8,3,0.8,0,434
Tree,1.8,3,0.8,0,1319
Tree,1.8,3,0.8,0,321
Tree,1.8,3,0.8,0,1083
Tree,1.8,3,0.8,0,173
Tree,1.8,3,0.8,0,1066
Tree,1.8,3,0.8,0,68
Tree,1.8,3,0.8,0,1106
Tree,1.8,3,0.8,0,56
Tree,1.8,3,0.8,0,963
Tree,1.8,3,0.8,0,2377
Tree,1.8,3,0.8,0,762
Tree,1.8,3,0.8,0,2483
Tree,1.8,3,0.8,0,2052
Tree,1.8,3,0.8,0,276
Tree,1.8,3,0.8,0,275
Tree,1.8,3,0.8,0,530
Tree,1.8,3,0.8,0,232
Tree,1.8,3,0.8,0,414
Tree,1.8,3,0.8,0,1909
Tree,1.8,3,0.8,0,1792
Tree,1.8,3,0.8,0,38
Tree,1.8,3,0.8,0,369
Tree,1.8,3,0.8,0,432
Tree,1.8,3,0.8,0,480
Tree,1.8,3,0.8,0,726
Tree,1.8,3,0.8,0,256
Tree,1.8,3,0.8,0,166
Tree,1.8,3,0.8,0,237
Tree,1.8,3,0.8,0,357
Tree,1.8,3,0.8,0,486
Tree,1.8,3,0.8,0,476
Tree,1.8,3,0.8,0,215
Tree,1.8,3,0.8,0,274
Tree,1.8,3,0.8,0,260
Tree,1.8,3,0.8,0,346
Tree,1.8,3,0.8,0,496
Tree,1.8,3,0.8,0,506
Tree,1.8,3,0.8,0,967
Tree,1.8,3,0.8,0,1176
Tree,1.8,3,0.8,0,6
Tree,1.8,3,0.8,0,2839
Tree,1.8,3,0.8,0,32
Tree,1.8,3,0.8,0,756
Tree,1.8,3,0.8,0,2545
Tree,1.8,3,0.8,0,38
Tree,1.8,3,0.8,0,1580
Tree,1.8,3,0.8,0,3758
Tree,1.8,3,0.8,0,620
Tree,1.8,3,0.8,0,604
Tree,1.8,3,0.8,0,373
Tree,1.8,3,0.8,0,208
Tree,1.8,3,0.8,0,91
Tree,1.8,3,0.8,0,1601
Tree,1.8,3,0.8,0,166
Tree,1.8,3,0.8,0,589
Tree,1.8,3,0.8,0,467
Tree,1.8,3,0.8,0,1608
Tree,1.8,3,0.8,0,586
Tree,1.8,3,0.8,0,8
Tree,1.8,3,0.8,0,54
Tree,1.8,3,0.8,0,981
Tree,1.8,3,0.8,0,132
Tree,1.8,3,0.8,0,2373
Tree,1.8,3,0.8,0,1863
Tree,1.8,3,0.8,0,226
Tree,1.8,3,0.8,0,832
Tree,1.8,3,0.8,0,221
Tree,1.8,3,0.8,0,2744
Tree,1.8,3,0.8,0,425
Tree,1.8,3,0.8,0,147
Tree,1.8,3,0.8,0,754
Tree,1.8,3,0.8,0,164
Tree,1.8,3,0.8,0,1067
Tree,1.8,3,0.8,0,341
Tree,1.8,3,0.8,0,2248
Tree,1.8,3,0.8,0,36
Tree,1.8,3,0.8,0,1258
Tree,1.8,3,0.8,0,3552
Tree,1.8,3,0.8,0,439
Tree,1.8,3,0.8,0,438
Tree,1.8,3,0.8,0,215
Tree,1.8,3,0.8,0,34
Tree,1.8,3,0.8,0,1238
Tree,1.8,3,0.8,0,612
Tree,1.8,3,0.8,0,1022
Tree,1.8,3,0.8,0,800
Tree,1.8,3,0.8,0,7
Tree,1.8,3,0.8,0,1795
Tree,1.8,3,0.8,0,804
Tree,1.8,3,0.8,0,499
Tree,1.8,3,0.8,0,1101
Tree,1.8,3,0.8,0,309
Tree,1.8,3,0.8,0,794
Tree,1.8,3,0.8,0,811
Tree,1.8,3,0.8,0,48
Tree,1.8,3,0.8,0,2400
Tree,1.8,3,0.8,0,435
Tree,1.8,3,0.8,0,697
Tree,1.8,3,0.8,0,822
Tree,1.8,3,0.8,0,115
Tree,1.8,3,0.8,0,317
Tree,1.8,3,0.8,0,1177
Tree,1.8,3,0.8,0,853
Tree,1.8,3,0.8,0,223
Tree,1.8,3,0.8,0,996
Tree,1.8,3,0.8,0,66
Tree,1.8,3,0.8,0,2918
Tree,1.8,3,0.8,0,613
Tree,1.8,3,0.8,0,475
Tree,1.8,3,0.8,0,2503
Tree,1.8,3,0.8,0,21
Tree,1.8,3,0.8,0,1035
Tree,1.8,3,0.8,0,1950
Tree,1.8,3,0.8,0,1801
Tree,1.8,3,0.8,0,314
Tree,1.8,3,0.8,0,217
Tree,1.8,3,0.8,0,67
Tree,1.8,3,0.8,0,306
Tree,1.8,3,0.8,0,138
Tree,1.8,3,0.8,0,593
Tree,1.8,3,0.8,0,663
Tree,1.8,3,0.8,0,4200
Tree,1.8,3,0.8,0,1185
Tree,1.8,3,0.8,0,85
Tree,1.8,3,0.8,0,943
Tree,1.8,3,0.8,0,8
