DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
Tree,1.4,3,0.8,0,921
Tree,1.4,3,0.8,0,176
Tree,1.4,3,0.8,0,336
Tree,1.4,3,0.8,0,463
Tree,1.4,3,0.8,0,862
Tree,1.4,3,0.8,0,192
Tree,1.4,3,0.8,0,218
Tree,1.4,3,0.8,0,940
Tree,1.4,3,0.8,0,585
Tree,1.4,3,0.8,0,845
Tree,1.4,3,0.8,0,12
Tree,1.4,3,0.8,0,164
Tree,1.4,3,0.8,0,81
Tree,1.4,3,0.8,0,574
Tree,1.4,3,0.8,0,261
Tree,1.4,3,0.8,0,740
Tree,1.4,3,0.8,0,69
Tree,1.4,3,0.8,0,1661
Tree,1.4,3,0.8,0,950
Tree,1.4,3,0.8,0,209
Tree,1.4,3,0.8,0,160
Tree,1.4,3,0.8,0,803
Tree,1.4,3,0.8,0,1334
Tree,1.4,3,0.8,0,222
Tree,1.4,3,0.8,0,527
Tree,1.4,3,0.8,0,492
Tree,1.4,3,0.8,0,52
Tree,1.4,3,0.8,0,280
Tree,1.4,3,0.8,0,42
Tree,1.4,3,0.8,0,734
Tree,1.4,3,0.8,0,1642
Tree,1.4,3,0.8,0,1022
Tree,1.4,3,0.8,0,596
Tree,1.4,3,0.8,0,79
Tree,1.4,3,0.8,0,49
Tree,1.4,3,0.8,0,957
Tree,1.4,3,0.8,0,1184
Tree,1.4,3,0.8,0,746
Tree,1.4,3,0.8,0,101
Tree,1.4,3,0.8,0,392
Tree,1.4,3,0.8,0,534
Tree,1.4,3,0.8,0,627
Tree,1.4,3,0.8,0,238
Tree,1.4,3,0.8,0,812
Tree,1.4,3,0.8,0,6
Tree,1.4,3,0.8,0,172
Tree,1.4,3,0.8,0,590
Tree,1.4,3,0.8,0,90
Tree,1.4,3,0.8,0,1369
Tree,1.4,3,0.8,0,28
Tree,1.4,3,0.8,0,28
Tree,1.4,3,0.8,0,347
Tree,1.4,3,0.8,0,1216
Tree,1.4,3,0.8,0,230
Tree,1.4,3,0.8,0,78
Tree,1.4,3,0.8,0,1165
Tree,1.4,3,0.8,0,2423
Tree,1.4,3,0.8,0,711
Tree,1.4,3,0.8,0,273
Tree,1.4,3,0.8,0,1248
Tree,1.4,3,0.8,0,507
Tree,1.4,3,0.8,0,8
Tree,1.4,3,0.8,0,373
Tree,1.4,3,0.8,0,1074
Tree,1.4,3,0.8,0,148
Tree,1.4,3,0.8,0,1047
Tree,1.4,3,0.8,0,192
Tree,1.4,3,0.8,0,746
Tree,1.4,3,0.8,0,89
Tree,1.4,3,0.8,0,556
Tree,1.4,3,0.8,0,635
Tree,1.4,3,0.8,0,720
Tree,1.4,3,0.8,0,639
Tree,1.4,3,0.8,0,103
Tree,1.4,3,0.8,0,66
Tree,1.4,3,0.8,0,887
Tree,1.4,3,0.8,0,617
Tree,1.4,3,0.8,0,269
Tree,1.4,3,0.8,0,510
Tree,1.4,3,0.8,0,192
Tree,1.4,3,0.8,0,24
Tree,1.4,3,0.8,0,548
Tree,1.4,3,0.8,0,220
Tree,1.4,3,0.8,0,879
Tree,1.4,3,0.8,0,212
Tree,1.4,3,0.8,0,272
Tree,1.4,3,0.8,0,193
Tree,1.4,3,0.8,0,387
Tree,1.4,3,0.8,0,495
Tree,1.4,3,0.8,0,385
Tree,1.4,3,0.8,0,264
Tree,1.4,3,0.8,0,318
Tree,1.4,3,0.8,0,331
Tree,1.4,3,0.8,0,1017
Tree,1.4,3,0.8,0,23
Tree,1.4,3,0.8,0,1320
Tree,1.4,3,0.8,0,870
Tree,1.4,3,0.8,0,600
Tree,1.4,3,0.8,0,413
Tree,1.4,3,0.8,0,1720
Tree,1.4,3,0.8,0,74
Tree,1.4,3,0.8,0,979
Tree,1.4,3,0.8,0,729
Tree,1.4,3,0.8,0,187
Tree,1.4,3,0.8,0,32
Tree,1.4,3,0.8,0,56
Tree,1.4,3,0.8,0,384
Tree,1.4,3,0.8,0,357
Tree,1.4,3,0.8,0,1538
Tree,1.4,3,0.8,0,876
Tree,1.4,3,0.8,0,1699
Tree,1.4,3,0.8,0,901
Tree,1.4,3,0.8,0,148
Tree,1.4,3,0.8,0,293
Tree,1.4,3,0.8,0,78
Tree,1.4,3,0.8,0,35
Tree,1.4,3,0.8,0,176
Tree,1.4,3,0.8,0,1041
Tree,1.4,3,0.8,0,187
Tree,1.4,3,0.8,0,291
Tree,1.4,3,0.8,0,237
Tree,1.4,3,0.8,0,499
Tree,1.4,3,0.8,0,355
Tree,1.4,3,0.8,0,841
Tree,1.4,3,0.8,0,1094
Tree,1.4,3,0.8,0,147
Tree,1.4,3,0.8,0,658
Tree,1.4,3,0.8,0,628
Tree,1.4,3,0.8,0,234
Tree,1.4,3,0.8,0,355
Tree,1.4,3,0.8,0,528
Tree,1.4,3,0.8,0,806
Tree,1.4,3,0.8,0,895
Tree,1.4,3,0.8,0,410
Tree,1.4,3,0.8,0,1390
Tree,1.4,3,0.8,0,230
Tree,1.4,3,0.8,0,35
Tree,1.4,3,0.8,0,619
Tree,1.4,3,0.8,0,1375
Tree,1.4,3,0.8,0,777
Tree,1.4,3,0.8,0,950
Tree,1.4,3,0.8,0,546
Tree,1.4,3,0.8,0,30
Tree,1.4,3,0.8,0,483
Tree,1.4,3,0.8,0,784
Tree,1.4,3,0.8,0,818
Tree,1.4,3,0.8,0,484
Tree,1.4,3,0.8,0,454
Tree,1.4,3,0.8,0,27
Tree,1.4,3,0.8,0,1159
Tree,1.4,3,0.8,0,504
Tree,1.4,3,0.8,0,529
Tree,1.4,3,0.8,0,481
Tree,1.4,3,0.8,0,794
Tree,1.4,3,0.8,0,229
Tree,1.4,3,0.8,0,1762
Tree,1.4,3,0.8,0,347
Tree,1.4,3,0.8,0,3
Tree,1.4,3,0.8,0,79
Tree,1.4,3,0.8,0,44
Tree,1.4,3,0.8,0,413
Tree,1.4,3,0.8,0,1303
Tree,1.4,3,0.8,0,1482
Tree,1.4,3,0.8,0,378
Tree,1.4,3,0.8,0,95
Tree,1.4,3,0.8,0,166
Tree,1.4,3,0.8,0,1183
Tree,1.4,3,0.8,0,559
Tree,1.4,3,0.8,0,310
Tree,1.4,3,0.8,0,1022
Tree,1.4,3,0.8,0,377
Tree,1.4,3,0.8,0,1543
Tree,1.4,3,0.8,0,1086
Tree,1.4,3,0.8,0,614
Tree,1.4,3,0.8,0,760
Tree,1.4,3,0.8,0,1325
Tree,1.4,3,0.8,0,445
Tree,1.4,3,0.8,0,37
Tree,1.4,3,0.8,0,44
Tree,1.4,3,0.8,0,995
Tree,1.4,3,0.8,0,1837
Tree,1.4,3,0.8,0,605
Tree,1.4,3,0.8,0,247
Tree,1.4,3,0.8,0,617
Tree,1.4,3,0.8,0,849
Tree,1.4,3,0.8,0,4
Tree,1.4,3,0.8,0,741
Tree,1.4,3,0.8,0,44
Tree,1.4,3,0.8,0,15
Tree,1.4,3,0.8,0,804
Tree,1.4,3,0.8,0,17
Tree,1.4,3,0.8,0,838
Tree,1.4,3,0.8,0,287
Tree,1.4,3,0.8,0,3099
Tree,1.4,3,0.8,0,75
Tree,1.4,3,0.8,0,1659
Tree,1.4,3,0.8,0,231
Tree,1.4,3,0.8,0,954
Tree,1.4,3,0.8,0,1003
Tree,1.4,3,0.8,0,1930
Tree,1.4,3,0.8,0,546
Tree,1.4,3,0.8,0,733
Tree,1.4,3,0.8,0,1606
Tree,1.4,3,0.8,0,32
Tree,1.4,3,0.8,0,223
Tree,1.4,3,0.8,0,1270
Tree,1.4,3,0.8,0,166
Tree,1.4,3,0.8,0,470
Tree,1.4,3,0.8,0,65
Tree,1.4,3,0.8,0,1056
Tree,1.4,3,0.8,0,277
Tree,1.4,3,0.8,0,21
Tree,1.4,3,0.8,0,73
Tree,1.4,3,0.8,0,86
Tree,1.4,3,0.8,0,118
Tree,1.4,3,0.8,0,343
Tree,1.4,3,0.8,0,469
Tree,1.4,3,0.8,0,229
Tree,1.4,3,0.8,0,119
Tree,1.4,3,0.8,0,455
Tree,1.4,3,0.8,0,2514
Tree,1.4,3,0.8,0,269
Tree,1.4,3,0.8,0,867
Tree,1.4,3,0.8,0,1426
Tree,1.4,3,0.8,0,878
Tree,1.4,3,0.8,0,860
Tree,1.4,3,0.8,0,408
Tree,1.4,3,0.8,0,481
Tree,1.4,3,0.8,0,1254
Tree,1.4,3,0.8,0,634
Tree,1.4,3,0.8,0,2534
Tree,1.4,3,0.8,0,586
Tree,1.4,3,0.8,0,151
Tree,1.4,3,0.8,0,182
Tree,1.4,3,0.8,0,155
Tree,1.4,3,0.8,0,17
Tree,1.4,3,0.8,0,1485
Tree,1.4,3,0.8,0,216
Tree,1.4,3,0.8,0,1531
Tree,1.4,3,0.8,0,1079
Tree,1.4,3,0.8,0,1146
Tree,1.4,3,0.8,0,973
Tree,1.4,3,0.8,0,393
Tree,1.4,3,0.8,0,345
Tree,1.4,3,0.8,0,1176
Tree,1.4,3,0.8,0,704
Tree,1.4,3,0.8,0,219
Tree,1.4,3,0.8,0,56
Tree,1.4,3,0.8,0,351
Tree,1.4,3,0.8,0,38
Tree,1.4,3,0.8,0,870
Tree,1.4,3,0.8,0,1505
Tree,1.4,3,0.8,0,75
Tree,1.4,3,0.8,0,329
Tree,1.4,3,0.8,0,22
Tree,1.4,3,0.8,0,118
Tree,1.4,3,0.8,0,230
Tree,1.4,3,0.8,0,94
Tree,1.4,3,0.8,0,1215
Tree,1.4,3,0.8,0,1907
Tree,1.4,3,0.8,0,840
Tree,1.4,3,0.8,0,777
Tree,1.4,3,0.8,0,198
Tree,1.4,3,0.8,0,153
Tree,1.4,3,0.8,0,198
Tree,1.4,3,0.8,0,2236
Tree,1.4,3,0.8,0,1565
Tree,1.4,3,0.8,0,104
Tree,1.4,3,0.8,0,842
Tree,1.4,3,0.8,0,267
Tree,1.4,3,0.8,0,509
Tree,1.4,3,0.8,0,249
Tree,1.4,3,0.8,0,184
Tree,1.4,3,0.8,0,370
Tree,1.4,3,0.8,0,28
Tree,1.4,3,0.8,0,188
Tree,1.4,3,0.8,0,18
Tree,1.4,3,0.8,0,330
Tree,1.4,3,0.8,0,215
Tree,1.4,3,0.8,0,967
Tree,1.4,3,0.8,0,173
Tree,1.4,3,0.8,0,46
Tree,1.4,3,0.8,0,566
Tree,1.4,3,0.8,0,49
Tree,1.4,3,0.8,0,210
Tree,1.4,3,0.8,0,284
Tree,1.4,3,0.8,0,1970
Tree,1.4,3,0.8,0,14
Tree,1.4,3,0.8,0,112
Tree,1.4,3,0.8,0,142
Tree,1.4,3,0.8,0,2518
Tree,1.4,3,0.8,0,310
Tree,1.4,3,0.8,0,38
Tree,1.4,3,0.8,0,643
Tree,1.4,3,0.8,0,56
Tree,1.4,3,0.8,0,391
Tree,1.4,3,0.8,0,1108
Tree,1.4,3,0.8,0,656
Tree,1.4,3,0.8,0,91
Tree,1.4,3,0.8,0,697
Tree,1.4,3,0.8,0,917
Tree,1.4,3,0.8,0,1295
Tree,1.4,3,0.8,0,41
Tree,1.4,3,0.8,0,2566
Tree,1.4,3,0.8,0,1223
Tree,1.4,3,0.8,0,108
