DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
Tree,0.9,3,0.8,0,285
Tree,0.9,3,0.8,0,296
Tree,0.9,3,0.8,0,90
Tree,0.9,3,0.8,0,493
Tree,0.9,3,0.8,0,633
Tree,0.9,3,0.8,0,21
Tree,0.9,3,0.8,0,1017
Tree,0.9,3,0.8,0,7
Tree,0.9,3,0.8,0,873
Tree,0.9,3,0.8,0,1403
Tree,0.9,3,0.8,0,146
Tree,0.9,3,0.8,0,398
Tree,0.9,3,0.8,0,194
Tree,0.9,3,0.8,0,1609
Tree,0.9,3,0.8,0,1261
Tree,0.9,3,0.8,0,408
Tree,0.9,3,0.8,0,316
Tree,0.9,3,0.8,0,414
Tree,0.9,3,0.8,0,443
Tree,0.9,3,0.8,0,260
Tree,0.9,3,0.8,0,439
Tree,0.9,3,0.8,0,519
Tree,0.9,3,0.8,0,212
Tree,0.9,3,0.8,0,396
Tree,0.9,3,0.8,0,1166
Tree,0.9,3,0.8,0,148
Tree,0.9,3,0.8,0,498
Tree,0.9,3,0.8,0,105
Tree,0.9,3,0.8,0,447
Tree,0.9,3,0.8,0,213
Tree,0.9,3,0.8,0,655
Tree,0.9,3,0.8,0,41
Tree,0.9,3,0.8,0,349
Tree,0.9,3,0.8,0,203
Tree,0.9,3,0.8,0,1324
Tree,0.9,3,0.8,0,953
Tree,0.9,3,0.8,0,394
Tree,0.9,3,0.8,0,318
Tree,0.9,3,0.8,0,656
Tree,0.9,3,0.8,0,417
Tree,0.9,3,0.8,0,324
Tree,0.9,3,0.8,0,613
Tree,0.9,3,0.8,0,1168
Tree,0.9,3,0.8,0,594
Tree,0.9,3,0.8,0,8
Tree,0.9,3,0.8,0,250
Tree,0.9,3,0.8,0,523
Tree,0.9,3,0.8,0,1237
Tree,0.9,3,0.8,0,405
Tree,0.9,3,0.8,0,377
Tree,0.9,3,0.8,0,75
Tree,0.9,3,0.8,0,1534
Tree,0.9,3,0.8,0,482
Tree,0.9,3,0.8,0,792
Tree,0.9,3,0.8,0,65
Tree,0.9,3,0.8,0,646
Tree,0.9,3,0.8,0,705
Tree,0.9,3,0.8,0,10
Tree,0.9,3,0.8,0,205
Tree,0.9,3,0.8,0,246
Tree,0.9,3,0.8,0,96
Tree,0.9,3,0.8,0,957
Tree,0.9,3,0.8,0,871
Tree,0.9,3,0.8,0,491
Tree,0.9,3,0.8,0,136
Tree,0.9,3,0.8,0,14
Tree,0.9,3,0.8,0,58
Tree,0.9,3,0.8,0,471
Tree,0.9,3,0.8,0,339
Tree,0.9,3,0.8,0,200
Tree,0.9,3,0.8,0,124
Tree,0.9,3,0.8,0,910
Tree,0.9,3,0.8,0,520
Tree,0.9,3,0.8,0,301
Tree,0.9,3,0.8,0,225
Tree,0.9,3,0.8,0,213
Tree,0.9,3,0.8,0,525
Tree,0.9,3,0.8,0,1432
Tree,0.9,3,0.8,0,490
Tree,0.9,3,0.8,0,840
Tree,0.9,3,0.8,0,490
Tree,0.9,3,0.8,0,1064
Tree,0.9,3,0.8,0,623
Tree,0.9,3,0.8,0,287
Tree,0.9,3,0.8,0,166
Tree,0.9,3,0.8,0,518
Tree,0.9,3,0.8,0,297
Tree,0.9,3,0.8,0,380
Tree,0.9,3,0.8,0,14
Tree,0.9,3,0.8,0,86
Tree,0.9,3,0.8,0,657
Tree,0.9,3,0.8,0,423
Tree,0.9,3,0.8,0,103
Tree,0.9,3,0.8,0,274
Tree,0.9,3,0.8,0,353
Tree,0.9,3,0.8,0,1230
Tree,0.9,3,0.8,0,103
Tree,0.9,3,0.8,0,65
Tree,0.9,3,0.8,0,191
Tree,0.9,3,0.8,0,300
Tree,0.9,3,0.8,0,829
Tree,0.9,3,0.8,0,139
Tree,0.9,3,0.8,0,587
Tree,0.9,3,0.8,0,197
Tree,0.9,3,0.8,0,177
Tree,0.9,3,0.8,0,51
Tree,0.9,3,0.8,0,708
Tree,0.9,3,0.8,0,183
Tree,0.9,3,0.8,0,301
Tree,0.9,3,0.8,0,695
Tree,0.9,3,0.8,0,436
Tree,0.9,3,0.8,0,602
Tree,0.9,3,0.8,0,688
Tree,0.9,3,0.8,0,341
Tree,0.9,3,0.8,0,636
Tree,0.9,3,0.8,0,404
Tree,0.9,3,0.8,0,520
Tree,0.9,3,0.8,0,872
Tree,0.9,3,0.8,0,1405
Tree,0.9,3,0.8,0,404
Tree,0.9,3,0.8,0,764
Tree,0.9,3,0.8,0,301
Tree,0.9,3,0.8,0,991
Tree,0.9,3,0.8,0,315
Tree,0.9,3,0.8,0,230
Tree,0.9,3,0.8,0,1343
Tree,0.9,3,0.8,0,548
Tree,0.9,3,0.8,0,44
Tree,0.9,3,0.8,0,1513
Tree,0.9,3,0.8,0,539
Tree,0.9,3,0.8,0,1440
Tree,0.9,3,0.8,0,662
Tree,0.9,3,0.8,0,30
Tree,0.9,3,0.8,0,743
Tree,0.9,3,0.8,0,27
Tree,0.9,3,0.8,0,227
Tree,0.9,3,0.8,0,235
Tree,0.9,3,0.8,0,837
Tree,0.9,3,0.8,0,121
Tree,0.9,3,0.8,0,852
Tree,0.9,3,0.8,0,225
Tree,0.9,3,0.8,0,626
Tree,0.9,3,0.8,0,565
Tree,0.9,3,0.8,0,390
Tree,0.9,3,0.8,0,24
Tree,0.9,3,0.8,0,328
Tree,0.9,3,0.8,0,962
Tree,0.9,3,0.8,0,184
Tree,0.9,3,0.8,0,996
Tree,0.9,3,0.8,0,63
Tree,0.9,3,0.8,0,323
Tree,0.9,3,0.8,0,262
Tree,0.9,3,0.8,0,660
Tree,0.9,3,0.8,0,51
Tree,0.9,3,0.8,0,905
Tree,0.9,3,0.8,0,326
Tree,0.9,3,0.8,0,218
Tree,0.9,3,0.8,0,308
Tree,0.9,3,0.8,0,369
Tree,0.9,3,0.8,0,111
Tree,0.9,3,0.8,0,413
Tree,0.9,3,0.8,0,190
Tree,0.9,3,0.8,0,44
Tree,0.9,3,0.8,0,127
Tree,0.9,3,0.8,0,19
Tree,0.9,3,0.8,0,877
Tree,0.9,3,0.8,0,263
Tree,0.9,3,0.8,0,1015
Tree,0.9,3,0.8,0,178
Tree,0.9,3,0.8,0,342
