DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
WattsStrogatz,0.2,1,0.8,0,1
WattsStrogatz,0.2,1,0.8,0,403
WattsStrogatz,0.2,1,0.8,0,5
WattsStrogatz,0.2,1,0.8,0,5
WattsStrogatz,0.2,1,0.8,0,188
WattsStrogatz,0.2,1,0.8,0,10
WattsStrogatz,0.2,1,0.8,0,5
WattsStrogatz,0.2,1,0.8,0,13
WattsStrogatz,0.2,1,0.8,0,377
WattsStrogatz,0.2,1,0.8,0,17
WattsStrogatz,0.2,1,0.8,0,2
WattsStrogatz,0.2,1,0.8,0,3
WattsStrogatz,0.2,1,0.8,0,767
WattsStrogatz,0.2,1,0.8,0,2
WattsStrogatz,0.2,1,0.8,0,3
WattsStrogatz,0.2,1,0.8,0,128
WattsStrogatz,0.2,1,0.8,0,432
WattsStrogatz,0.2,1,0.8,0,2
WattsStrogatz,0.2,1,0.8,0,147
WattsStrogatz,0.2,1,0.8,0,4
WattsStrogatz,0.2,1,0.8,0,35
WattsStrogatz,0.2,1,0.8,0,1
WattsStrogatz,0.2,1,0.8,0,1336
WattsStrogatz,0.2,1,0.8,0,21
WattsStrogatz,0.2,1,0.8,0,4846
WattsStrogatz,0.2,1,0.8,0,4
WattsStrogatz,0.2,1,0.8,0,1
WattsStrogatz,0.2,1,0.8,0,239
WattsStrogatz,0.2,1,0.8,0,188
WattsStrogatz,0.2,1,0.8,0,10
WattsStrogatz,0.2,1,0.8,0,596
WattsStrogatz,0.2,1,0.8,0,96
WattsStrogatz,0.2,1,0.8,0,9
WattsStrogatz,0.2,1,0.8,0,1135
WattsStrogatz,0.2,1,0.8,0,4
WattsStrogatz,0.2,1,0.8,0,15
WattsStrogatz,0.2,1,0.8,0,1
WattsStrogatz,0.2,1,0.8,0,826
WattsStrogatz,0.2,1,0.8,0,1
WattsStrogatz,0.2,1,0.8,0,10
WattsStrogatz,0.2,1,0.8,0,8
WattsStrogatz,0.2,1,0.8,0,28
WattsStrogatz,0.2,1,0.8,0,3
WattsStrogatz,0.2,1,0.8,0,44
WattsStrogatz,0.2,1,0.8,0,36
WattsStrogatz,0.2,1,0.8,0,1
WattsStrogatz,0.2,1,0.8,0,3
WattsStrogatz,0.2,1,0.8,0,8587
WattsStrogatz,0.2,1,0.8,0,76
WattsStrogatz,0.2,1,0.8,0,348
WattsStrogatz,0.2,1,0.8,0,1066
WattsStrogatz,0.2,1,0.8,0,155
WattsStrogatz,0.2,1,0.8,0,53
WattsStrogatz,0.2,1,0.8,0,13
WattsStrogatz,0.2,1,0.8,0,10
