DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,445
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,2
WattsStrogatz,1.3,1,0.8,0,4
WattsStrogatz,1.3,1,0.8,0,763
WattsStrogatz,1.3,1,0.8,0,2
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,20
WattsStrogatz,1.3,1,0.8,0,7414
WattsStrogatz,1.3,1,0.8,0,3
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,3
WattsStrogatz,1.3,1,0.8,0,1763
WattsStrogatz,1.3,1,0.8,0,13
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,27
WattsStrogatz,1.3,1,0.8,0,1463
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,4
WattsStrogatz,1.3,1,0.8,0,11
WattsStrogatz,1.3,1,0.8,0,2335
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,11
WattsStrogatz,1.3,1,0.8,0,4
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,129
WattsStrogatz,1.3,1,0.8,0,2
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,8
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,18
WattsStrogatz,1.3,1,0.8,0,16
WattsStrogatz,1.3,1,0.8,0,73
WattsStrogatz,1.3,1,0.8,0,3
WattsStrogatz,1.3,1,0.8,0,6
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,2
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,6125
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,39
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1461
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,8
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,216
WattsStrogatz,1.3,1,0.8,0,30
WattsStrogatz,1.3,1,0.8,0,8
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,4
WattsStrogatz,1.3,1,0.8,0,319
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,3
WattsStrogatz,1.3,1,0.8,0,474
WattsStrogatz,1.3,1,0.8,0,35
WattsStrogatz,1.3,1,0.8,0,2
WattsStrogatz,1.3,1,0.8,0,3
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,23
WattsStrogatz,1.3,1,0.8,0,23
WattsStrogatz,1.3,1,0.8,0,25
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,6
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,4
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,2
WattsStrogatz,1.3,1,0.8,0,55
WattsStrogatz,1.3,1,0.8,0,1
WattsStrogatz,1.3,1,0.8,0,334
WattsStrogatz,1.3,1,0.8,0,1873
