DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
WattsStrongatz,0.6,2,0.8,0,222
WattsStrongatz,0.6,2,0.8,0,33
WattsStrongatz,0.6,2,0.8,0,31
WattsStrongatz,0.6,2,0.8,0,187
WattsStrongatz,0.6,2,0.8,0,30
WattsStrongatz,0.6,2,0.8,0,188
WattsStrongatz,0.6,2,0.8,0,11
WattsStrongatz,0.6,2,0.8,0,163
WattsStrongatz,0.6,2,0.8,0,160
WattsStrongatz,0.6,2,0.8,0,57
WattsStrongatz,0.6,2,0.8,0,1
WattsStrongatz,0.6,2,0.8,0,36
WattsStrongatz,0.6,2,0.8,0,61
WattsStrongatz,0.6,2,0.8,0,228
WattsStrongatz,0.6,2,0.8,0,186
WattsStrongatz,0.6,2,0.8,0,61
WattsStrongatz,0.6,2,0.8,0,140
WattsStrongatz,0.6,2,0.8,0,45
WattsStrongatz,0.6,2,0.8,0,207
WattsStrongatz,0.6,2,0.8,0,205
WattsStrongatz,0.6,2,0.8,0,101
WattsStrongatz,0.6,2,0.8,0,124
WattsStrongatz,0.6,2,0.8,0,168
WattsStrongatz,0.6,2,0.8,0,20
WattsStrongatz,0.6,2,0.8,0,80
WattsStrongatz,0.6,2,0.8,0,109
WattsStrongatz,0.6,2,0.8,0,116
WattsStrongatz,0.6,2,0.8,0,207
WattsStrongatz,0.6,2,0.8,0,205
WattsStrongatz,0.6,2,0.8,0,276
WattsStrongatz,0.6,2,0.8,0,114
WattsStrongatz,0.6,2,0.8,0,108
WattsStrongatz,0.6,2,0.8,0,40
WattsStrongatz,0.6,2,0.8,0,69
WattsStrongatz,0.6,2,0.8,0,2
WattsStrongatz,0.6,2,0.8,0,226
WattsStrongatz,0.6,2,0.8,0,144
WattsStrongatz,0.6,2,0.8,0,100
WattsStrongatz,0.6,2,0.8,0,169
WattsStrongatz,0.6,2,0.8,0,247
WattsStrongatz,0.6,2,0.8,0,108
WattsStrongatz,0.6,2,0.8,0,86
WattsStrongatz,0.6,2,0.8,0,55
WattsStrongatz,0.6,2,0.8,0,27
WattsStrongatz,0.6,2,0.8,0,90
WattsStrongatz,0.6,2,0.8,0,156
WattsStrongatz,0.6,2,0.8,0,39
WattsStrongatz,0.6,2,0.8,0,210
WattsStrongatz,0.6,2,0.8,0,74
WattsStrongatz,0.6,2,0.8,0,183
WattsStrongatz,0.6,2,0.8,0,203
WattsStrongatz,0.6,2,0.8,0,108
WattsStrongatz,0.6,2,0.8,0,95
WattsStrongatz,0.6,2,0.8,0,84
WattsStrongatz,0.6,2,0.8,0,81
WattsStrongatz,0.6,2,0.8,0,133
WattsStrongatz,0.6,2,0.8,0,117
WattsStrongatz,0.6,2,0.8,0,101
WattsStrongatz,0.6,2,0.8,0,72
WattsStrongatz,0.6,2,0.8,0,184
WattsStrongatz,0.6,2,0.8,0,47
WattsStrongatz,0.6,2,0.8,0,168
WattsStrongatz,0.6,2,0.8,0,150
WattsStrongatz,0.6,2,0.8,0,239
WattsStrongatz,0.6,2,0.8,0,225
