DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
WattsStrongatz,0.1,2,0.8,0,223
WattsStrongatz,0.1,2,0.8,0,76
WattsStrongatz,0.1,2,0.8,0,80
WattsStrongatz,0.1,2,0.8,0,102
WattsStrongatz,0.1,2,0.8,0,129
WattsStrongatz,0.1,2,0.8,0,109
WattsStrongatz,0.1,2,0.8,0,204
WattsStrongatz,0.1,2,0.8,0,20
WattsStrongatz,0.1,2,0.8,0,223
WattsStrongatz,0.1,2,0.8,0,143
WattsStrongatz,0.1,2,0.8,0,94
WattsStrongatz,0.1,2,0.8,0,2
WattsStrongatz,0.1,2,0.8,0,244
WattsStrongatz,0.1,2,0.8,0,169
WattsStrongatz,0.1,2,0.8,0,119
WattsStrongatz,0.1,2,0.8,0,87
WattsStrongatz,0.1,2,0.8,0,234
WattsStrongatz,0.1,2,0.8,0,10
WattsStrongatz,0.1,2,0.8,0,139
WattsStrongatz,0.1,2,0.8,0,164
WattsStrongatz,0.1,2,0.8,0,80
WattsStrongatz,0.1,2,0.8,0,14
WattsStrongatz,0.1,2,0.8,0,74
WattsStrongatz,0.1,2,0.8,0,114
WattsStrongatz,0.1,2,0.8,0,99
WattsStrongatz,0.1,2,0.8,0,95
WattsStrongatz,0.1,2,0.8,0,138
WattsStrongatz,0.1,2,0.8,0,234
WattsStrongatz,0.1,2,0.8,0,191
WattsStrongatz,0.1,2,0.8,0,19
WattsStrongatz,0.1,2,0.8,0,115
WattsStrongatz,0.1,2,0.8,0,200
WattsStrongatz,0.1,2,0.8,0,237
WattsStrongatz,0.1,2,0.8,0,141
WattsStrongatz,0.1,2,0.8,0,189
WattsStrongatz,0.1,2,0.8,0,73
WattsStrongatz,0.1,2,0.8,0,45
WattsStrongatz,0.1,2,0.8,0,112
WattsStrongatz,0.1,2,0.8,0,147
WattsStrongatz,0.1,2,0.8,0,53
WattsStrongatz,0.1,2,0.8,0,36
WattsStrongatz,0.1,2,0.8,0,99
WattsStrongatz,0.1,2,0.8,0,140
WattsStrongatz,0.1,2,0.8,0,149
WattsStrongatz,0.1,2,0.8,0,157
WattsStrongatz,0.1,2,0.8,0,138
WattsStrongatz,0.1,2,0.8,0,99
WattsStrongatz,0.1,2,0.8,0,174
WattsStrongatz,0.1,2,0.8,0,220
WattsStrongatz,0.1,2,0.8,0,137
WattsStrongatz,0.1,2,0.8,0,192
WattsStrongatz,0.1,2,0.8,0,210
WattsStrongatz,0.1,2,0.8,0,38
WattsStrongatz,0.1,2,0.8,0,190
WattsStrongatz,0.1,2,0.8,0,214
WattsStrongatz,0.1,2,0.8,0,126
WattsStrongatz,0.1,2,0.8,0,70
WattsStrongatz,0.1,2,0.8,0,88
WattsStrongatz,0.1,2,0.8,0,228
WattsStrongatz,0.1,2,0.8,0,158
WattsStrongatz,0.1,2,0.8,0,21
WattsStrongatz,0.1,2,0.8,0,119
WattsStrongatz,0.1,2,0.8,0,139
WattsStrongatz,0.1,2,0.8,0,113
WattsStrongatz,0.1,2,0.8,0,239
WattsStrongatz,0.1,2,0.8,0,141
WattsStrongatz,0.1,2,0.8,0,115
WattsStrongatz,0.1,2,0.8,0,141
WattsStrongatz,0.1,2,0.8,0,199
WattsStrongatz,0.1,2,0.8,0,176
WattsStrongatz,0.1,2,0.8,0,63
WattsStrongatz,0.1,2,0.8,0,148
WattsStrongatz,0.1,2,0.8,0,246
WattsStrongatz,0.1,2,0.8,0,52
WattsStrongatz,0.1,2,0.8,0,254
WattsStrongatz,0.1,2,0.8,0,193
WattsStrongatz,0.1,2,0.8,0,96
WattsStrongatz,0.1,2,0.8,0,71
WattsStrongatz,0.1,2,0.8,0,205
WattsStrongatz,0.1,2,0.8,0,56
WattsStrongatz,0.1,2,0.8,0,21
WattsStrongatz,0.1,2,0.8,0,69
WattsStrongatz,0.1,2,0.8,0,85
WattsStrongatz,0.1,2,0.8,0,181
WattsStrongatz,0.1,2,0.8,0,48
WattsStrongatz,0.1,2,0.8,0,187
WattsStrongatz,0.1,2,0.8,0,124
WattsStrongatz,0.1,2,0.8,0,43
WattsStrongatz,0.1,2,0.8,0,73
WattsStrongatz,0.1,2,0.8,0,109
WattsStrongatz,0.1,2,0.8,0,114
WattsStrongatz,0.1,2,0.8,0,59
WattsStrongatz,0.1,2,0.8,0,175
WattsStrongatz,0.1,2,0.8,0,7
WattsStrongatz,0.1,2,0.8,0,98
WattsStrongatz,0.1,2,0.8,0,140
WattsStrongatz,0.1,2,0.8,0,192
WattsStrongatz,0.1,2,0.8,0,186
WattsStrongatz,0.1,2,0.8,0,34
WattsStrongatz,0.1,2,0.8,0,163
WattsStrongatz,0.1,2,0.8,0,121
WattsStrongatz,0.1,2,0.8,0,213
WattsStrongatz,0.1,2,0.8,0,153
WattsStrongatz,0.1,2,0.8,0,200
WattsStrongatz,0.1,2,0.8,0,41
WattsStrongatz,0.1,2,0.8,0,180
WattsStrongatz,0.1,2,0.8,0,72
WattsStrongatz,0.1,2,0.8,0,131
WattsStrongatz,0.1,2,0.8,0,99
WattsStrongatz,0.1,2,0.8,0,44
WattsStrongatz,0.1,2,0.8,0,100
WattsStrongatz,0.1,2,0.8,0,246
WattsStrongatz,0.1,2,0.8,0,179
WattsStrongatz,0.1,2,0.8,0,92
WattsStrongatz,0.1,2,0.8,0,68
WattsStrongatz,0.1,2,0.8,0,54
WattsStrongatz,0.1,2,0.8,0,204
WattsStrongatz,0.1,2,0.8,0,134
WattsStrongatz,0.1,2,0.8,0,218
WattsStrongatz,0.1,2,0.8,0,83
WattsStrongatz,0.1,2,0.8,0,161
WattsStrongatz,0.1,2,0.8,0,176
WattsStrongatz,0.1,2,0.8,0,219
WattsStrongatz,0.1,2,0.8,0,55
WattsStrongatz,0.1,2,0.8,0,134
WattsStrongatz,0.1,2,0.8,0,181
WattsStrongatz,0.1,2,0.8,0,86
WattsStrongatz,0.1,2,0.8,0,34
WattsStrongatz,0.1,2,0.8,0,150
WattsStrongatz,0.1,2,0.8,0,189
WattsStrongatz,0.1,2,0.8,0,111
WattsStrongatz,0.1,2,0.8,0,171
WattsStrongatz,0.1,2,0.8,0,188
WattsStrongatz,0.1,2,0.8,0,96
WattsStrongatz,0.1,2,0.8,0,253
WattsStrongatz,0.1,2,0.8,0,67
WattsStrongatz,0.1,2,0.8,0,39
WattsStrongatz,0.1,2,0.8,0,200
WattsStrongatz,0.1,2,0.8,0,113
WattsStrongatz,0.1,2,0.8,0,63
WattsStrongatz,0.1,2,0.8,0,190
WattsStrongatz,0.1,2,0.8,0,188
WattsStrongatz,0.1,2,0.8,0,142
WattsStrongatz,0.1,2,0.8,0,90
WattsStrongatz,0.1,2,0.8,0,5
WattsStrongatz,0.1,2,0.8,0,196
WattsStrongatz,0.1,2,0.8,0,8
WattsStrongatz,0.1,2,0.8,0,29
WattsStrongatz,0.1,2,0.8,0,110
WattsStrongatz,0.1,2,0.8,0,43
WattsStrongatz,0.1,2,0.8,0,19
WattsStrongatz,0.1,2,0.8,0,26
WattsStrongatz,0.1,2,0.8,0,251
WattsStrongatz,0.1,2,0.8,0,212
WattsStrongatz,0.1,2,0.8,0,199
WattsStrongatz,0.1,2,0.8,0,118
WattsStrongatz,0.1,2,0.8,0,210
WattsStrongatz,0.1,2,0.8,0,74
WattsStrongatz,0.1,2,0.8,0,49
WattsStrongatz,0.1,2,0.8,0,243
WattsStrongatz,0.1,2,0.8,0,108
WattsStrongatz,0.1,2,0.8,0,116
WattsStrongatz,0.1,2,0.8,0,15
WattsStrongatz,0.1,2,0.8,0,107
WattsStrongatz,0.1,2,0.8,0,107
WattsStrongatz,0.1,2,0.8,0,221
WattsStrongatz,0.1,2,0.8,0,51
WattsStrongatz,0.1,2,0.8,0,65
WattsStrongatz,0.1,2,0.8,0,106
WattsStrongatz,0.1,2,0.8,0,217
WattsStrongatz,0.1,2,0.8,0,192
WattsStrongatz,0.1,2,0.8,0,228
WattsStrongatz,0.1,2,0.8,0,127
WattsStrongatz,0.1,2,0.8,0,171
WattsStrongatz,0.1,2,0.8,0,160
WattsStrongatz,0.1,2,0.8,0,11
WattsStrongatz,0.1,2,0.8,0,254
WattsStrongatz,0.1,2,0.8,0,159
WattsStrongatz,0.1,2,0.8,0,139
WattsStrongatz,0.1,2,0.8,0,37
WattsStrongatz,0.1,2,0.8,0,147
WattsStrongatz,0.1,2,0.8,0,119
WattsStrongatz,0.1,2,0.8,0,58
WattsStrongatz,0.1,2,0.8,0,78
WattsStrongatz,0.1,2,0.8,0,86
WattsStrongatz,0.1,2,0.8,0,25
WattsStrongatz,0.1,2,0.8,0,125
WattsStrongatz,0.1,2,0.8,0,108
WattsStrongatz,0.1,2,0.8,0,98
WattsStrongatz,0.1,2,0.8,0,243
WattsStrongatz,0.1,2,0.8,0,175
WattsStrongatz,0.1,2,0.8,0,220
WattsStrongatz,0.1,2,0.8,0,237
WattsStrongatz,0.1,2,0.8,0,69
WattsStrongatz,0.1,2,0.8,0,66
WattsStrongatz,0.1,2,0.8,0,97
WattsStrongatz,0.1,2,0.8,0,8
WattsStrongatz,0.1,2,0.8,0,202
WattsStrongatz,0.1,2,0.8,0,122
WattsStrongatz,0.1,2,0.8,0,70
