DataSet,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,GoalPriority,OperationCount
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,286
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,62
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,91
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,354
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,1161
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,14
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,50
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,159
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,314
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,98
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,274
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,5
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,121
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,69
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,44
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,121
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,54
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,115
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,52
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,18
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,17
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,3
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,57
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,8
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,30
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,126
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,134
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,3
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,3
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,100
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,612
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,223
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,189
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,53
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,96
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,77
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,45
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,41
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,375
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,7
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,192
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,208
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,131
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,109
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,282
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,7
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,63
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,23
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,5
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,133
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,15
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,109
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,48
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,31
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,110
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,191
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,256
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,613
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,120
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,11
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,439
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,11
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,178
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,68
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,25
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,11
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,295
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,8
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,113
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,18
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,30
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,238
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,4
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,113
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,393
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,105
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,76
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,7
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,83
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,50
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,12
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,102
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,392
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,165
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,49
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,100
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,82
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,241
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,146
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,248
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,412
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,491
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,202
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,39
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,238
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,293
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,65
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,216
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,71
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,25
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,212
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,61
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,44
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,223
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,195
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,36
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,49
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,16
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,70
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,32
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,44
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,107
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,101
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,14
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,16
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,96
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,26
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,141
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,62
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,27
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,66
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,59
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,47
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,96
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,35
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,85
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,64
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,396
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,75
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,65
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,44
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,128
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,240
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,112
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,97
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,241
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,73
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,40
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,82
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,204
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,227
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,230
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,52
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,231
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,293
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,40
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,188
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,66
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,74
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,69
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,118
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,8
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,113
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,50
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,45
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,26
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,71
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,95
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,31
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,5
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,45
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,36
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,81
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,292
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,67
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,4
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,59
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,168
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,29
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,212
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,54
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,123
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,25
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,24
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,217
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,109
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,57
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,155
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,389
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,80
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,79
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,31
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,12
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,71
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,209
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,163
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,87
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,101
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,367
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,48
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,155
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,119
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,3
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,260
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,15
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,12
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,78
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,125
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,76
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,186
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,22
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,52
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,130
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,587
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,489
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,28
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,740
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,22
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,146
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,7
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,698
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,388
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,5
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,402
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,195
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,13
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,178
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,62
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,34
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,76
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,7
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,168
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,65
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,5
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,44
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,53
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,206
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,3
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,167
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,31
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,10
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,128
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,293
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,94
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,79
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,127
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,606
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,51
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,322
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,20
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,546
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,151
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,83
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,12
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,54
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,153
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,19
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,633
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,179
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,31
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,87
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,11
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,72
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,255
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,71
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,8
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,40
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,100
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,10
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,283
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,5
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,6
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,44
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,255
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,123
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,37
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,21
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,106
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,141
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,159
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,68
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,25
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,35
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,260
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,58
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,92
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,446
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,637
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,4
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,30
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,119
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,7
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,160
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,89
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,6
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,19
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,83
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,169
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,53
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,144
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,293
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,7
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,414
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,48
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,222
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,173
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,95
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,10
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,238
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,24
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,3
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,42
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,68
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,106
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,47
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,169
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,128
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,80
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,18
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,47
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,139
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,221
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,93
WattsStrogatz,0.03015,10.0,3,0.8,0.1,5,85
