DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
Tree,0.8,2,0.8,0,232
Tree,0.8,2,0.8,0,261
Tree,0.8,2,0.8,0,7
Tree,0.8,2,0.8,0,117
Tree,0.8,2,0.8,0,16
Tree,0.8,2,0.8,0,32
Tree,0.8,2,0.8,0,2
Tree,0.8,2,0.8,0,491
Tree,0.8,2,0.8,0,1
Tree,0.8,2,0.8,0,141
Tree,0.8,2,0.8,0,25
Tree,0.8,2,0.8,0,176
Tree,0.8,2,0.8,0,23
Tree,0.8,2,0.8,0,37
Tree,0.8,2,0.8,0,17
Tree,0.8,2,0.8,0,61
Tree,0.8,2,0.8,0,21
Tree,0.8,2,0.8,0,46
Tree,0.8,2,0.8,0,8
Tree,0.8,2,0.8,0,112
Tree,0.8,2,0.8,0,69
Tree,0.8,2,0.8,0,45
Tree,0.8,2,0.8,0,12
Tree,0.8,2,0.8,0,9
Tree,0.8,2,0.8,0,8
Tree,0.8,2,0.8,0,12
Tree,0.8,2,0.8,0,2
Tree,0.8,2,0.8,0,132
Tree,0.8,2,0.8,0,79
Tree,0.8,2,0.8,0,581
Tree,0.8,2,0.8,0,293
Tree,0.8,2,0.8,0,14
Tree,0.8,2,0.8,0,1
Tree,0.8,2,0.8,0,1
Tree,0.8,2,0.8,0,73
Tree,0.8,2,0.8,0,172
Tree,0.8,2,0.8,0,7
Tree,0.8,2,0.8,0,79
Tree,0.8,2,0.8,0,14
Tree,0.8,2,0.8,0,200
Tree,0.8,2,0.8,0,223
Tree,0.8,2,0.8,0,370
Tree,0.8,2,0.8,0,166
Tree,0.8,2,0.8,0,66
Tree,0.8,2,0.8,0,26
Tree,0.8,2,0.8,0,54
Tree,0.8,2,0.8,0,10
Tree,0.8,2,0.8,0,188
Tree,0.8,2,0.8,0,99
Tree,0.8,2,0.8,0,196
Tree,0.8,2,0.8,0,141
Tree,0.8,2,0.8,0,31
Tree,0.8,2,0.8,0,3
Tree,0.8,2,0.8,0,108
Tree,0.8,2,0.8,0,39
Tree,0.8,2,0.8,0,124
Tree,0.8,2,0.8,0,53
Tree,0.8,2,0.8,0,62
Tree,0.8,2,0.8,0,52
Tree,0.8,2,0.8,0,97
Tree,0.8,2,0.8,0,5
Tree,0.8,2,0.8,0,166
Tree,0.8,2,0.8,0,18
Tree,0.8,2,0.8,0,10
Tree,0.8,2,0.8,0,90
Tree,0.8,2,0.8,0,17
Tree,0.8,2,0.8,0,26
Tree,0.8,2,0.8,0,154
Tree,0.8,2,0.8,0,22
Tree,0.8,2,0.8,0,163
Tree,0.8,2,0.8,0,81
Tree,0.8,2,0.8,0,18
Tree,0.8,2,0.8,0,126
Tree,0.8,2,0.8,0,6
Tree,0.8,2,0.8,0,64
Tree,0.8,2,0.8,0,42
Tree,0.8,2,0.8,0,1
Tree,0.8,2,0.8,0,222
Tree,0.8,2,0.8,0,156
Tree,0.8,2,0.8,0,141
Tree,0.8,2,0.8,0,15
Tree,0.8,2,0.8,0,158
Tree,0.8,2,0.8,0,170
Tree,0.8,2,0.8,0,221
Tree,0.8,2,0.8,0,13
Tree,0.8,2,0.8,0,17
