DataSet,NodeCount,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,GoalPriority,OperationCount
Tree,200,0.01282,10.0,3,0.8,0.1,1,692
Tree,200,0.01282,10.0,1,0.8,0.1,1,1
Tree,200,0.01282,10.0,2,0.8,0.1,1,2
Tree,200,0.01282,10.0,3,0.8,0.1,1,43
Tree,200,0.01282,10.0,3,0.8,0.1,1,339
Tree,200,0.01282,10.0,3,0.8,0.1,1,301
Tree,200,0.01282,10.0,3,0.8,0.1,1,17
Tree,200,0.01282,10.0,3,0.8,0.1,1,422
Tree,200,0.01282,10.0,2,0.8,0.1,1,61
Tree,200,0.01282,10.0,3,0.8,0.1,1,128
Tree,200,0.01282,10.0,2,0.8,0.1,1,18
Tree,200,0.01282,10.0,2,0.8,0.1,1,21
Tree,200,0.01282,10.0,3,0.8,0.1,1,5
Tree,200,0.01282,10.0,3,0.8,0.1,1,195
Tree,200,0.01282,10.0,3,0.8,0.1,1,182
Tree,200,0.01282,10.0,3,0.8,0.1,1,246
Tree,200,0.01282,10.0,3,0.8,0.1,1,154
Tree,200,0.01282,10.0,3,0.8,0.1,1,61
Tree,200,0.01282,10.0,3,0.8,0.1,1,263
Tree,200,0.01282,10.0,3,0.8,0.1,1,127
Tree,200,0.01282,10.0,2,0.8,0.1,1,26
Tree,200,0.01282,10.0,3,0.8,0.1,1,32
Tree,200,0.01282,10.0,3,0.8,0.1,1,233
Tree,200,0.01282,10.0,3,0.8,0.1,1,5
Tree,200,0.01282,10.0,3,0.8,0.1,1,301
Tree,200,0.01282,10.0,3,0.8,0.1,1,88
Tree,200,0.01282,10.0,1,0.8,0.1,1,1
Tree,200,0.01282,10.0,3,0.8,0.1,1,31
Tree,200,0.01282,10.0,3,0.8,0.1,1,286
Tree,200,0.01282,10.0,3,0.8,0.1,1,718
Tree,200,0.01282,10.0,3,0.8,0.1,1,523
Tree,200,0.01282,10.0,3,0.8,0.1,1,217
Tree,200,0.01282,10.0,2,0.8,0.1,1,6
Tree,200,0.01282,10.0,3,0.8,0.1,1,1641
Tree,200,0.01282,10.0,2,0.8,0.1,1,137
Tree,200,0.01282,10.0,3,0.8,0.1,1,205
Tree,200,0.01282,10.0,3,0.8,0.1,1,85
Tree,200,0.01282,10.0,1,0.8,0.1,1,1
Tree,200,0.01282,10.0,3,0.8,0.1,1,514
Tree,200,0.01282,10.0,3,0.8,0.1,1,140
Tree,200,0.01282,10.0,3,0.8,0.1,1,354
Tree,200,0.01282,10.0,2,0.8,0.1,1,8
Tree,200,0.01282,10.0,3,0.8,0.1,1,122
Tree,200,0.01282,10.0,3,0.8,0.1,1,1068
Tree,200,0.01282,10.0,3,0.8,0.1,1,405
Tree,200,0.01282,10.0,3,0.8,0.1,1,67
Tree,200,0.01282,10.0,3,0.8,0.1,1,238
Tree,200,0.01282,10.0,3,0.8,0.1,1,33
Tree,200,0.01282,10.0,3,0.8,0.1,1,23
Tree,200,0.01282,10.0,3,0.8,0.1,1,76
Tree,200,0.01282,10.0,3,0.8,0.1,1,79
Tree,200,0.01282,10.0,3,0.8,0.1,1,55
Tree,200,0.01282,10.0,3,0.8,0.1,1,145
Tree,200,0.01282,10.0,3,0.8,0.1,1,752
Tree,200,0.01282,10.0,2,0.8,0.1,1,2
Tree,200,0.01282,10.0,3,0.8,0.1,1,231
Tree,200,0.01282,10.0,3,0.8,0.1,1,13
Tree,200,0.01282,10.0,2,0.8,0.1,1,6
Tree,200,0.01282,10.0,3,0.8,0.1,1,81
Tree,200,0.01282,10.0,2,0.8,0.1,1,293
Tree,200,0.01282,10.0,3,0.8,0.1,1,29
Tree,200,0.01282,10.0,3,0.8,0.1,1,97
Tree,200,0.01282,10.0,3,0.8,0.1,1,3
Tree,200,0.01282,10.0,2,0.8,0.1,1,44
Tree,200,0.01282,10.0,3,0.8,0.1,1,41
Tree,200,0.01282,10.0,3,0.8,0.1,1,208
Tree,200,0.01282,10.0,3,0.8,0.1,1,5
Tree,200,0.01282,10.0,3,0.8,0.1,1,3
Tree,200,0.01282,10.0,3,0.8,0.1,1,74
Tree,200,0.01282,10.0,2,0.8,0.1,1,31
Tree,200,0.01282,10.0,3,0.8,0.1,1,524
Tree,200,0.01282,10.0,3,0.8,0.1,1,76
Tree,200,0.01282,10.0,3,0.8,0.1,1,43
Tree,200,0.01282,10.0,3,0.8,0.1,1,44
Tree,200,0.01282,10.0,2,0.8,0.1,1,35
Tree,200,0.01282,10.0,3,0.8,0.1,1,615
Tree,200,0.01282,10.0,3,0.8,0.1,1,123
Tree,200,0.01282,10.0,3,0.8,0.1,1,250
Tree,200,0.01282,10.0,3,0.8,0.1,1,34
Tree,200,0.01282,10.0,3,0.8,0.1,1,177
Tree,200,0.01282,10.0,3,0.8,0.1,1,434
Tree,200,0.01282,10.0,3,0.8,0.1,1,275
Tree,200,0.01282,10.0,2,0.8,0.1,1,82
Tree,200,0.01282,10.0,3,0.8,0.1,1,204
Tree,200,0.01282,10.0,2,0.8,0.1,1,33
Tree,200,0.01282,10.0,3,0.8,0.1,1,251
Tree,200,0.01282,10.0,3,0.8,0.1,1,481
Tree,200,0.01282,10.0,3,0.8,0.1,1,233
Tree,200,0.01282,10.0,2,0.8,0.1,1,133
Tree,200,0.01282,10.0,2,0.8,0.1,1,120
Tree,200,0.01282,10.0,2,0.8,0.1,1,11
