DataSet,NodeCount,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,GoalPriority,OperationCount
Tree,200,0.01282,1.2,3,0.8,0,1,12
Tree,200,0.01282,1.2,3,0.8,0,1,147
Tree,200,0.01282,1.2,3,0.8,0,1,146
Tree,200,0.01282,1.2,3,0.8,0,1,153
Tree,200,0.01282,1.2,2,0.8,0,1,16
Tree,200,0.01282,1.2,3,0.8,0,1,15
Tree,200,0.01282,1.2,3,0.8,0,1,41
Tree,200,0.01282,1.2,3,0.8,0,1,175
Tree,200,0.01282,1.2,1,0.8,0,1,1
Tree,200,0.01282,1.2,2,0.8,0,1,72
Tree,200,0.01282,1.2,3,0.8,0,1,12
Tree,200,0.01282,1.2,2,0.8,0,1,60
Tree,200,0.01282,1.2,3,0.8,0,1,99
Tree,200,0.01282,1.2,3,0.8,0,1,203
Tree,200,0.01282,1.2,3,0.8,0,1,48
Tree,200,0.01282,1.2,3,0.8,0,1,150
Tree,200,0.01282,1.2,3,0.8,0,1,135
Tree,200,0.01282,1.2,3,0.8,0,1,328
Tree,200,0.01282,1.2,3,0.8,0,1,48
Tree,200,0.01282,1.2,2,0.8,0,1,2
Tree,200,0.01282,1.2,3,0.8,0,1,23
Tree,200,0.01282,1.2,3,0.8,0,1,42
Tree,200,0.01282,1.2,3,0.8,0,1,96
Tree,200,0.01282,1.2,3,0.8,0,1,115
Tree,200,0.01282,1.2,3,0.8,0,1,65
Tree,200,0.01282,1.2,3,0.8,0,1,83
Tree,200,0.01282,1.2,3,0.8,0,1,86
Tree,200,0.01282,1.2,2,0.8,0,1,87
Tree,200,0.01282,1.2,3,0.8,0,1,93
Tree,200,0.01282,1.2,3,0.8,0,1,79
Tree,200,0.01282,1.2,3,0.8,0,1,182
Tree,200,0.01282,1.2,3,0.8,0,1,90
Tree,200,0.01282,1.2,2,0.8,0,1,26
Tree,200,0.01282,1.2,3,0.8,0,1,10
Tree,200,0.01282,1.2,3,0.8,0,1,215
Tree,200,0.01282,1.2,3,0.8,0,1,79
Tree,200,0.01282,1.2,3,0.8,0,1,4
Tree,200,0.01282,1.2,3,0.8,0,1,33
Tree,200,0.01282,1.2,3,0.8,0,1,187
Tree,200,0.01282,1.2,3,0.8,0,1,118
Tree,200,0.01282,1.2,3,0.8,0,1,113
Tree,200,0.01282,1.2,2,0.8,0,1,4
Tree,200,0.01282,1.2,3,0.8,0,1,26
Tree,200,0.01282,1.2,3,0.8,0,1,102
Tree,200,0.01282,1.2,1,0.8,0,1,1
Tree,200,0.01282,1.2,3,0.8,0,1,6
Tree,200,0.01282,1.2,3,0.8,0,1,162
Tree,200,0.01282,1.2,3,0.8,0,1,65
Tree,200,0.01282,1.2,3,0.8,0,1,123
Tree,200,0.01282,1.2,3,0.8,0,1,99
Tree,200,0.01282,1.2,3,0.8,0,1,38
Tree,200,0.01282,1.2,3,0.8,0,1,8
Tree,200,0.01282,1.2,3,0.8,0,1,43
Tree,200,0.01282,1.2,3,0.8,0,1,39
Tree,200,0.01282,1.2,3,0.8,0,1,271
Tree,200,0.01282,1.2,2,0.8,0,1,117
Tree,200,0.01282,1.2,3,0.8,0,1,192
Tree,200,0.01282,1.2,2,0.8,0,1,8
Tree,200,0.01282,1.2,3,0.8,0,1,79
Tree,200,0.01282,1.2,3,0.8,0,1,39
Tree,200,0.01282,1.2,3,0.8,0,1,38
Tree,200,0.01282,1.2,3,0.8,0,1,3
Tree,200,0.01282,1.2,3,0.8,0,1,25
Tree,200,0.01282,1.2,3,0.8,0,1,267
Tree,200,0.01282,1.2,3,0.8,0,1,299
Tree,200,0.01282,1.2,3,0.8,0,1,202
Tree,200,0.01282,1.2,3,0.8,0,1,124
Tree,200,0.01282,1.2,3,0.8,0,1,21
Tree,200,0.01282,1.2,3,0.8,0,1,8
Tree,200,0.01282,1.2,3,0.8,0,1,112
Tree,200,0.01282,1.2,3,0.8,0,1,11
Tree,200,0.01282,1.2,2,0.8,0,1,16
Tree,200,0.01282,1.2,3,0.8,0,1,28
Tree,200,0.01282,1.2,3,0.8,0,1,120
Tree,200,0.01282,1.2,3,0.8,0,1,49
Tree,200,0.01282,1.2,3,0.8,0,1,65
Tree,200,0.01282,1.2,1,0.8,0,1,84
Tree,200,0.01282,1.2,3,0.8,0,1,188
Tree,200,0.01282,1.2,2,0.8,0,1,13
Tree,200,0.01282,1.2,3,0.8,0,1,152
Tree,200,0.01282,1.2,2,0.8,0,1,51
Tree,200,0.01282,1.2,3,0.8,0,1,263
Tree,200,0.01282,1.2,3,0.8,0,1,130
Tree,200,0.01282,1.2,3,0.8,0,1,265
Tree,200,0.01282,1.2,2,0.8,0,1,125
Tree,200,0.01282,1.2,3,0.8,0,1,40
Tree,200,0.01282,1.2,3,0.8,0,1,51
Tree,200,0.01282,1.2,3,0.8,0,1,217
Tree,200,0.01282,1.2,2,0.8,0,1,59
Tree,200,0.01282,1.2,3,0.8,0,1,29
Tree,200,0.01282,1.2,3,0.8,0,1,183
Tree,200,0.01282,1.2,3,0.8,0,1,37
Tree,200,0.01282,1.2,3,0.8,0,1,283
Tree,200,0.01282,1.2,3,0.8,0,1,322
Tree,200,0.01282,1.2,1,0.8,0,1,1
Tree,200,0.01282,1.2,3,0.8,0,1,44
Tree,200,0.01282,1.2,3,0.8,0,1,4
Tree,200,0.01282,1.2,2,0.8,0,1,192
Tree,200,0.01282,1.2,3,0.8,0,1,103
Tree,200,0.01282,1.2,3,0.8,0,1,91
Tree,200,0.01282,1.2,3,0.8,0,1,89
Tree,200,0.01282,1.2,3,0.8,0,1,119
Tree,200,0.01282,1.2,3,0.8,0,1,193
Tree,200,0.01282,1.2,2,0.8,0,1,13
Tree,200,0.01282,1.2,3,0.8,0,1,123
Tree,200,0.01282,1.2,0,0.8,0,1,0
Tree,200,0.01282,1.2,3,0.8,0,1,430
Tree,200,0.01282,1.2,3,0.8,0,1,79
Tree,200,0.01282,1.2,3,0.8,0,1,201
Tree,200,0.01282,1.2,3,0.8,0,1,95
Tree,200,0.01282,1.2,3,0.8,0,1,208
