DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
Tree,1.0,1,0.8,0,122
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,26
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,104
Tree,1.0,1,0.8,0,158
Tree,1.0,1,0.8,0,34
Tree,1.0,1,0.8,0,102
Tree,1.0,1,0.8,0,120
Tree,1.0,1,0.8,0,120
Tree,1.0,1,0.8,0,61
Tree,1.0,1,0.8,0,124
Tree,1.0,1,0.8,0,154
Tree,1.0,1,0.8,0,101
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,89
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,70
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,273
Tree,1.0,1,0.8,0,29
Tree,1.0,1,0.8,0,135
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,25
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,29
Tree,1.0,1,0.8,0,382
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,325
Tree,1.0,1,0.8,0,159
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,257
Tree,1.0,1,0.8,0,495
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,165
Tree,1.0,1,0.8,0,67
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,203
Tree,1.0,1,0.8,0,75
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,61
Tree,1.0,1,0.8,0,9
Tree,1.0,1,0.8,0,42
Tree,1.0,1,0.8,0,16
Tree,1.0,1,0.8,0,93
Tree,1.0,1,0.8,0,246
Tree,1.0,1,0.8,0,281
Tree,1.0,1,0.8,0,66
Tree,1.0,1,0.8,0,13
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,81
Tree,1.0,1,0.8,0,68
Tree,1.0,1,0.8,0,110
Tree,1.0,1,0.8,0,457
Tree,1.0,1,0.8,0,19
Tree,1.0,1,0.8,0,57
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,76
Tree,1.0,1,0.8,0,51
Tree,1.0,1,0.8,0,104
Tree,1.0,1,0.8,0,125
Tree,1.0,1,0.8,0,23
Tree,1.0,1,0.8,0,163
Tree,1.0,1,0.8,0,228
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,21
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,18
Tree,1.0,1,0.8,0,58
Tree,1.0,1,0.8,0,37
Tree,1.0,1,0.8,0,49
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,112
Tree,1.0,1,0.8,0,250
Tree,1.0,1,0.8,0,180
Tree,1.0,1,0.8,0,71
Tree,1.0,1,0.8,0,190
Tree,1.0,1,0.8,0,203
Tree,1.0,1,0.8,0,145
Tree,1.0,1,0.8,0,40
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,71
Tree,1.0,1,0.8,0,207
Tree,1.0,1,0.8,0,210
Tree,1.0,1,0.8,0,252
Tree,1.0,1,0.8,0,102
Tree,1.0,1,0.8,0,396
Tree,1.0,1,0.8,0,11
Tree,1.0,1,0.8,0,328
Tree,1.0,1,0.8,0,170
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,32
Tree,1.0,1,0.8,0,378
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,53
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,11
Tree,1.0,1,0.8,0,65
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,93
Tree,1.0,1,0.8,0,31
Tree,1.0,1,0.8,0,40
Tree,1.0,1,0.8,0,81
Tree,1.0,1,0.8,0,290
Tree,1.0,1,0.8,0,17
Tree,1.0,1,0.8,0,219
Tree,1.0,1,0.8,0,26
Tree,1.0,1,0.8,0,147
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,79
Tree,1.0,1,0.8,0,17
Tree,1.0,1,0.8,0,129
Tree,1.0,1,0.8,0,67
Tree,1.0,1,0.8,0,149
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,306
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,8
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,11
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,11
Tree,1.0,1,0.8,0,264
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,6
Tree,1.0,1,0.8,0,313
Tree,1.0,1,0.8,0,158
Tree,1.0,1,0.8,0,206
Tree,1.0,1,0.8,0,54
Tree,1.0,1,0.8,0,296
Tree,1.0,1,0.8,0,8
Tree,1.0,1,0.8,0,122
Tree,1.0,1,0.8,0,159
Tree,1.0,1,0.8,0,59
Tree,1.0,1,0.8,0,129
Tree,1.0,1,0.8,0,136
Tree,1.0,1,0.8,0,209
Tree,1.0,1,0.8,0,47
Tree,1.0,1,0.8,0,45
Tree,1.0,1,0.8,0,132
Tree,1.0,1,0.8,0,129
Tree,1.0,1,0.8,0,151
Tree,1.0,1,0.8,0,165
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,44
Tree,1.0,1,0.8,0,158
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,72
Tree,1.0,1,0.8,0,46
Tree,1.0,1,0.8,0,97
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,76
Tree,1.0,1,0.8,0,203
Tree,1.0,1,0.8,0,217
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,97
Tree,1.0,1,0.8,0,40
Tree,1.0,1,0.8,0,114
Tree,1.0,1,0.8,0,234
Tree,1.0,1,0.8,0,99
Tree,1.0,1,0.8,0,212
Tree,1.0,1,0.8,0,210
Tree,1.0,1,0.8,0,123
Tree,1.0,1,0.8,0,161
Tree,1.0,1,0.8,0,171
Tree,1.0,1,0.8,0,12
Tree,1.0,1,0.8,0,102
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,180
