DataSet,NodeCount,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,ProbSelectVisibleGoal,OperationCount
BarabasiAlbert,200,0.01995,10.0,5,0.8,0.1,1,146
BarabasiAlbert,200,0.01995,10.0,2,0.8,0.1,1,2
BarabasiAlbert,200,0.01995,10.0,2,0.8,0.1,1,15
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,15
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,52
BarabasiAlbert,200,0.01995,10.0,5,0.8,0.1,1,23
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,59
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,231
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,49
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,25
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,278
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,7
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,43
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,17
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,50
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,253
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,19
BarabasiAlbert,200,0.01995,10.0,5,0.8,0.1,1,19
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,13
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,13
BarabasiAlbert,200,0.01995,10.0,2,0.8,0.1,1,19
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,58
BarabasiAlbert,200,0.01995,10.0,2,0.8,0.1,1,9
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,63
BarabasiAlbert,200,0.01995,10.0,3,0.8,0.1,1,16
BarabasiAlbert,200,0.01995,10.0,4,0.8,0.1,1,6
BarabasiAlbert,200,0.01995,10.0,2,0.8,0.1,1,15
