DataSet,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,56
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,281
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,9
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,13
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,184
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,94
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,855
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,6
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,103
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,16
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,55
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,58
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,122
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,114
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,12
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,20
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,174
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,160
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,640
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,232
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,330
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,3
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,81
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,582
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,41
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,299
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,589
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,112
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,289
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,254
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,18
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,145
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,67
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,261
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,19
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,235
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,13
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,118
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,127
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,291
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,24
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,12
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,141
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,23
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,139
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,170
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,294
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,55
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,3
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,158
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,345
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,45
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,91
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,12
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,19
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,57
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,228
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,217
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,166
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,25
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,46
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,32
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,17
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,154
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,17
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,168
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,87
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,68
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,278
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,55
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,111
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,21
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,69
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,27
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,123
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,19
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,38
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,16
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,80
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,231
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,399
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,5
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,168
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,25
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,99
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,300
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,31
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,182
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,291
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,88
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,178
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,359
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,176
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,97
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,16
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,21
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,102
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,10
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,403
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,23
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,374
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,45
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,136
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,309
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,171
BarabasiAlbert,0.03970,10.0,3,0.8,0.1,6
