DataSet,NodeCount,GraphDensity,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,GoalPriority,OperationCount
BarabasiAlbert,200,0.14472,2.0,2,0.8,0,5,23
BarabasiAlbert,200,0.14472,2.0,2,0.8,0,5,8
BarabasiAlbert,200,0.14472,2.0,1,0.8,0,5,38
BarabasiAlbert,200,0.14472,2.0,2,0.8,0,5,55
BarabasiAlbert,200,0.14472,2.0,2,0.8,0,5,23
BarabasiAlbert,200,0.14472,2.0,2,0.8,0,5,10
BarabasiAlbert,200,0.14472,2.0,2,0.8,0,5,179
BarabasiAlbert,200,0.14472,2.0,1,0.8,0,5,3
BarabasiAlbert,200,0.14472,2.0,2,0.8,0,5,104
BarabasiAlbert,200,0.14472,2.0,1,0.8,0,5,4
